GSSCode,diversity2011
E01001610,1.451
E01001611,1.397
E01001613,1.362
E01001614,1.334
E01001615,1.379
E01001617,1.397
E01001618,1.353
E01001619,0.898
E01001620,1.07
E01001621,1.139
E01001623,0.869
E01001624,0.77
E01001625,0.958
E01001629,1.089
E01001631,1.006
E01001632,1.328
E01001633,1.318
E01001634,1.375
E01001635,1.422
E01001636,1.212
E01001637,0.923
E01001638,1.45
E01001641,1.454
E01001642,0.966
E01001644,1.207
E01001645,1.1
E01001646,1.052
E01001647,0.998
E01001648,0.863
E01001649,0.992
E01001650,0.975
E01001651,0.838
E01001652,0.737
E01001653,0.722
E01001654,0.724
E01001655,0.506
E01001656,0.873
E01001657,0.856
E01001658,0.799
E01001659,0.952
E01001660,0.661
E01001661,1.114
E01001664,0.825
E01001665,0.849
E01001666,0.953
E01001669,1.205
E01001671,0.977
E01001672,1.192
E01001673,0.808
E01001674,1.046
E01001675,1.442
E01001676,1.467
E01001677,1.424
E01001678,1.458
E01001679,1.414
E01001680,1.467
E01001681,1.493
E01001682,1.462
E01001683,1.445
E01001684,1.461
E01001685,1.227
E01001686,0.821
E01001687,1.238
E01001688,1.333
E01001690,1.392
E01001692,1.366
E01001693,1.334
E01001694,1.151
E01001695,1.324
E01001696,1.39
E01001697,1.207
E01001698,1.016
E01001699,1.201
E01001700,1.024
E01001701,0.962
E01001702,1.075
E01001703,1.202
E01001704,1.387
E01001705,1.318
E01001708,1.143
E01001710,0.979
E01001712,1.075
E01001714,1.185
E01001715,1.442
E01001716,1.408
E01001717,1.184
E01001718,1.395
E01001719,1.29
E01001720,1.431
E01001722,1.445
E01001723,1.474
E01001724,1.406
E01001725,1.453
E01001726,1.487
E01001727,1.32
E01001728,1.285
E01001729,1.183
E01001730,1.303
E01001731,1.265
E01001732,1.433
E01001733,1.351
E01001734,1.338
E01001735,1.375
E01001736,1.445
E01001737,1.378
E01001738,1.31
E01001739,1.33
E01001740,1.345
E01001741,1.321
E01001742,1.47
E01001744,1.453
E01001745,1.478
E01001746,1.427
E01001747,1.416
E01001749,1.49
E01001750,1.342
E01001751,1.451
E01001753,1.369
E01001755,1.455
E01001756,1.436
E01001757,1.463
E01001758,1.227
E01001759,1.438
E01001760,1.449
E01001761,1.465
E01001762,1.445
E01001763,1.429
E01001764,1.501
E01001765,1.31
E01001767,1.461
E01001768,1.459
E01001769,1.207
E01001770,1.496
E01001772,1.204
E01001773,1.506
E01001774,1.434
E01001775,1.395
E01001776,1.433
E01001777,1.523
E01001780,1.414
E01001781,1.455
E01001783,1.46
E01001784,1.526
E01001785,1.485
E01001786,1.472
E01001787,1.447
E01001788,1.44
E01001789,1.413
E01001790,1.352
E01001791,1.32
E01001792,1.256
E01001793,1.186
E01001794,1.529
E01001795,1.267
E01001796,1.473
E01001798,1.405
E01001799,1.471
E01001800,1.503
E01001801,1.426
E01001802,1.427
E01001803,1.273
E01001804,1.443
E01001805,0.974
E01001806,1.403
E01001807,1.486
E01001808,1.456
E01001809,1.507
E01001811,1.212
E01001812,1.444
E01001813,1.52
E01001814,1.482
E01001815,1.497
E01001816,1.464
E01001819,1.387
E01001820,1.41
E01001821,1.511
E01001822,1.491
E01001823,1.488
E01001824,1.455
E01001825,1.484
E01001826,1.516
E01001827,1.486
E01001828,1.511
E01001829,1.453
E01001830,1.528
E01001831,1.492
E01001832,1.463
E01001833,1.516
E01001834,1.501
E01001835,1.48
E01001836,1.398
E01001837,1.508
E01001838,1.49
E01001839,1.466
E01001840,1.377
E01001841,1.46
E01001842,1.457
E01001843,1.453
E01001844,1.401
E01001845,1.512
E01001846,1.497
E01001847,1.466
E01001848,1.449
E01001849,1.44
E01001850,1.51
E01001851,1.538
E01001852,1.202
E01001853,1.426
E01001854,1.276
E01001855,1.378
E01001856,1.21
E01001857,1.273
E01001858,1.319
E01001859,1.375
E01001860,1.42
E01001861,1.081
E01001862,1.338
E01001863,1.519
E01001864,1.32
E01001865,1.541
E01001866,1.407
E01001867,1.473
E01001868,1.361
E01001869,1.318
E01001870,1.443
E01001871,1.481
E01001872,1.535
E01001873,1.422
E01001875,1.461
E01001876,1.018
E01001877,1.421
E01001878,1.471
E01001879,1.486
E01001880,1.151
E01001881,1.491
E01001882,1.402
E01001883,1.458
E01001884,1.471
E01001885,1.436
E01001886,1.388
E01001887,1.37
E01001888,1.166
E01001889,1.497
E01001890,1.434
E01001891,1.465
E01001892,1.206
E01001893,1.503
E01001894,1.45
E01001895,1.38
E01001896,1.446
E01001897,1.438
E01001898,1.479
E01001899,1.383
E01001900,1.499
E01001901,1.439
E01001902,0.973
E01001903,1.258
E01001904,1.124
E01001905,1.298
E01001906,1.121
E01001907,1.397
E01001908,1.494
E01001909,1.401
E01001910,1.455
E01001911,1.499
E01001912,1.464
E01001913,1.469
E01001914,1.206
E01001915,1.305
E01001916,1.286
E01001917,1.382
E01001918,1.47
E01001919,1.501
E01001920,1.01
E01001921,1.404
E01001922,1.432
E01001923,1.37
E01001924,1.336
E01001925,1.471
E01001926,1.509
E01001927,1.572
E01001928,1.528
E01001929,1.506
E01001930,1.262
E01001931,1.225
E01001932,1.071
E01001933,1.152
E01001934,1.314
E01001935,1.378
E01001937,1.535
E01001938,1.353
E01001940,1.339
E01001941,1.075
E01001942,1.164
E01001943,1.436
E01001944,1.257
E01001945,1.378
E01001946,1.457
E01001947,1.355
E01001948,1.329
E01001949,1.418
E01001950,1.146
E01001951,1.36
E01001952,1.455
E01001953,1.402
E01001954,0.98
E01001955,1.098
E01001956,1.381
E01001957,0.945
E01001958,0.927
E01001959,1.016
E01001960,0.926
E01001961,1.299
E01001962,1.281
E01001963,1.311
E01001964,1.516
E01001965,1.544
E01001966,0.936
E01001967,1.364
E01001968,0.842
E01001969,0.686
E01001970,0.966
E01001971,1.068
E01001972,1.005
E01001973,1.269
E01001974,0.986
E01001975,0.978
E01001976,1.175
E01001977,0.864
E01001978,0.961
E01001979,0.817
E01001980,0.95
E01001981,1.293
E01001982,0.902
E01001983,1.3
E01001984,1.466
E01001985,1.293
E01001986,1.271
E01001987,1.356
E01001988,1.133
E01001989,0.997
E01001990,1.37
E01001991,1.362
E01001992,1.475
E01001993,1.387
E01001994,1.41
E01001995,1.446
E01001996,1.491
E01001997,1.335
E01001998,1.384
E01001999,1.501
E01002000,1.111
E01002001,0.761
E01002002,0.852
E01002003,1.101
E01002004,1.101
E01002005,1.298
E01002006,1.425
E01002007,1.508
E01002008,1.379
E01002009,1.503
E01002010,1.502
E01002011,1.537
E01002013,1.366
E01002014,1.509
E01002015,1.279
E01002016,1.023
E01002017,1.187
E01002018,1.007
E01002019,0.998
E01002020,1.002
E01002021,1.117
E01002022,1.406
E01002023,1.495
E01002024,1.504
E01002025,1.419
E01002026,1.383
E01002027,1.383
E01002028,1.36
E01002029,1.467
E01002030,1.492
E01002031,1.491
E01002032,1.524
E01002033,1.498
E01002034,1.521
E01002036,1.451
E01002037,1.482
E01002038,1.129
E01002039,0.823
E01002040,1.051
E01002041,0.946
E01002042,1.024
E01002043,1.086
E01002044,1.095
E01002045,1.041
E01002046,0.903
E01002047,0.775
E01002048,1.19
E01002049,1.36
E01002050,0.938
E01002051,0.989
E01002052,1.33
E01002053,1.386
E01002054,1.319
E01002055,1.336
E01002056,1.385
E01002057,1.471
E01002058,1.399
E01002059,1.059
E01002060,1.054
E01002061,0.954
E01002062,1.011
E01002063,0.908
E01002064,1.172
E01002065,1.17
E01002066,0.993
E01002067,1.266
E01002068,1.362
E01002069,1.307
E01002070,1.316
E01002071,1.249
E01002072,0.845
E01002073,1.155
E01002074,0.903
E01002075,0.901
E01002076,0.92
E01002077,1.059
E01002078,0.955
E01002079,1.501
E01002081,1.449
E01002082,1.47
E01002083,1.498
E01002084,1.478
E01002085,1.427
E01002086,1.491
E01002087,1.5
E01002088,1.463
E01002089,1.455
E01002090,1.474
E01002091,1.479
E01002092,1.448
E01002093,1.429
E01002094,1.457
E01002095,1.438
E01002096,1.493
E01002097,1.396
E01002098,1.508
E01002099,1.456
E01002100,1.384
E01002101,1.476
E01002102,1.511
E01002103,1.338
E01002104,1.488
E01002105,1.331
E01002243,1.505
E01002244,1.482
E01002245,1.28
E01002246,1.432
E01002247,1.426
E01002248,1.435
E01002250,1.242
E01002251,1.039
E01002252,1.084
E01002253,1.236
E01002254,1.274
E01002255,1.391
E01002256,1.212
E01002257,1.505
E01002258,1.489
E01002259,1.45
E01002260,1.494
E01002261,1.498
E01002262,1.513
E01002263,1.497
E01002264,1.499
E01002265,1.462
E01002266,1.495
E01002267,1.509
E01002268,1.501
E01002269,1.487
E01002270,1.509
E01002271,1.504
E01002272,1.517
E01002273,1.428
E01002274,1.434
E01002275,1.431
E01002276,1.486
E01002277,1.487
E01002278,1.471
E01002279,1.434
E01002280,1.385
E01002281,1.504
E01002282,1.491
E01002283,1.479
E01002284,1.472
E01002285,1.512
E01002286,1.521
E01002287,1.502
E01002288,1.537
E01002289,1.335
E01002290,1.504
E01002291,1.521
E01002292,1.437
E01002294,1.45
E01002295,1.486
E01002296,1.503
E01002297,1.422
E01002298,1.401
E01002299,1.344
E01002300,1.292
E01002301,1.32
E01002302,1.271
E01002303,1.376
E01002304,1.294
E01002305,1.367
E01002306,1.372
E01002307,1.368
E01002308,1.32
E01002309,1.412
E01002310,1.436
E01002311,1.438
E01002312,1.499
E01002313,1.377
E01002314,1.38
E01002315,1.375
E01002316,1.274
E01002317,1.338
E01002318,1.384
E01002319,1.352
E01002320,1.42
E01002321,1.445
E01002322,1.424
E01002323,1.437
E01002324,1.392
E01002325,1.494
E01002326,1.381
E01002327,1.424
E01002328,1.446
E01002329,1.085
E01002330,1.409
E01002331,1.488
E01002332,1.421
E01002333,1.381
E01002334,1.415
E01002335,1.444
E01002336,1.377
E01002337,1.398
E01002338,1.267
E01002339,1.228
E01002340,1.37
E01002341,1.233
E01002342,1.333
E01002343,1.488
E01002344,1.246
E01002345,1.322
E01002346,1.402
E01002347,1.273
E01002348,1.325
E01002349,1.379
E01002350,1.323
E01002351,1.38
E01002352,1.453
E01002353,1.388
E01002354,1.464
E01002355,1.389
E01002356,1.429
E01002358,1.24
E01002359,1.193
E01002360,1.291
E01002361,1.393
E01002362,1.27
E01002363,1.344
E01002364,1.254
E01002365,1.387
E01002366,1.272
E01002367,1.202
E01002368,1.195
E01002369,1.287
E01002370,1.292
E01002371,1.271
E01002372,1.465
E01002373,1.476
E01002374,1.39
E01002375,1.407
E01002376,1.407
E01002377,1.441
E01002378,1.451
E01002379,1.353
E01002380,1.321
E01002381,1.009
E01002382,1.222
E01002383,1.256
E01002384,1.306
E01002385,1.224
E01002386,1.312
E01002387,1.203
E01002388,1.279
E01002389,1.227
E01002390,1.241
E01002391,1.223
E01002392,1.241
E01002393,1.267
E01002394,1.195
E01002395,1.367
E01002396,1.295
E01002397,1.285
E01002398,1.296
E01002399,1.306
E01002400,1.293
E01002401,1.316
E01002402,1.279
E01002403,1.456
E01002404,1.385
E01002405,1.405
E01002408,1.389
E01002409,1.445
E01002410,1.268
E01002411,1.467
E01002412,1.408
E01002413,1.296
E01002414,1.436
E01002415,1.417
E01002416,1.412
E01002417,1.376
E01002418,1.474
E01002419,1.112
E01002420,1.368
E01002421,1.483
E01002422,1.425
E01002423,1.384
E01002424,1.328
E01002425,1.448
E01002426,1.44
E01002427,1.483
E01002428,1.473
E01002429,1.465
E01002430,1.45
E01002431,1.451
E01002432,1.392
E01002433,1.369
E01002434,1.404
E01002435,1.418
E01002436,1.334
E01002437,1.139
E01002438,0.994
E01002439,0.822
E01002440,1.103
E01002441,1.181
E01002442,1.079
E01002443,1.294
E01002444,1.154
E01002445,1.104
E01002446,0.37
E01002447,0.424
E01002448,0.535
E01002449,0.613
E01002450,0.458
E01002451,0.485
E01002452,0.427
E01002453,0.465
E01002454,1.071
E01002455,1.009
E01002456,0.857
E01002457,0.765
E01002458,0.696
E01002459,0.668
E01002460,0.715
E01002461,0.816
E01002462,0.873
E01002463,0.728
E01002464,1.194
E01002465,1.178
E01002466,0.622
E01002467,0.937
E01002468,0.654
E01002469,1.018
E01002470,0.761
E01002471,0.553
E01002472,0.681
E01002473,0.742
E01002474,0.988
E01002475,0.74
E01002476,0.883
E01002477,0.89
E01002478,0.951
E01002479,0.447
E01002480,0.453
E01002481,0.67
E01002482,0.55
E01002483,0.551
E01002484,0.563
E01002485,0.65
E01002486,0.588
E01002487,0.741
E01002488,0.571
E01002489,0.628
E01002490,0.614
E01002491,0.876
E01002492,0.667
E01002493,0.796
E01002494,0.71
E01002495,0.713
E01002496,0.645
E01002497,0.913
E01002498,0.595
E01002499,0.8
E01002501,0.98
E01002502,0.698
E01002503,0.809
E01002505,0.993
E01002506,0.859
E01002507,0.937
E01002508,0.65
E01002509,0.865
E01002511,0.931
E01002512,1.035
E01002513,1.068
E01002514,0.653
E01002516,0.56
E01002518,0.809
E01002519,0.601
E01002520,0.757
E01002521,0.729
E01002523,0.737
E01002525,0.612
E01002526,0.55
E01002527,0.717
E01002528,0.761
E01002529,0.869
E01002530,0.849
E01002531,0.935
E01002533,0.791
E01002534,0.624
E01002535,0.52
E01002536,0.617
E01002537,0.494
E01002538,0.546
E01002539,0.682
E01002540,0.836
E01002541,0.661
E01002542,0.784
E01002543,0.573
E01002544,1.146
E01002545,0.694
E01002546,0.875
E01002547,1.128
E01002548,1.017
E01002549,1.123
E01002550,0.59
E01002551,0.411
E01002552,1.047
E01002553,0.791
E01002555,0.914
E01002556,1.001
E01002557,0.68
E01002558,0.652
E01002559,1.185
E01002560,0.983
E01002561,0.503
E01002562,0.4
E01002563,0.667
E01002564,0.565
E01002565,0.545
E01002567,0.371
E01002569,0.741
E01002570,0.765
E01002571,0.486
E01002572,1.138
E01002573,1.038
E01002574,0.955
E01002575,0.85
E01002576,0.737
E01002577,0.807
E01002578,0.923
E01002579,0.924
E01002580,0.651
E01002581,0.88
E01002582,0.588
E01002583,0.957
E01002584,0.757
E01002585,0.726
E01002586,0.724
E01002587,0.787
E01002588,0.504
E01002589,0.296
E01002590,0.645
E01002591,0.392
E01002592,0.421
E01002593,0.209
E01002594,0.444
E01002595,0.362
E01002596,1.468
E01002598,1.484
E01002599,1.397
E01002600,1.404
E01002601,1.365
E01002602,1.335
E01002603,1.299
E01002604,1.322
E01002605,1.436
E01002606,1.472
E01002607,1.453
E01002608,1.453
E01002609,1.474
E01002610,1.434
E01002611,1.444
E01002612,1.396
E01002613,1.362
E01002614,1.386
E01002615,1.318
E01002616,1.182
E01002617,1.434
E01002618,1.201
E01002619,1.444
E01002620,0.948
E01002621,0.931
E01002622,1.035
E01002623,1.126
E01002624,1.061
E01002625,1.032
E01002626,1.065
E01002627,1.402
E01002628,1.335
E01002629,1.433
E01002630,1.448
E01002631,1.423
E01002632,1.365
E01002633,1.358
E01002634,1.381
E01002635,0.81
E01002636,1.169
E01002637,1.075
E01002638,1.125
E01002639,0.801
E01002640,1.019
E01002641,1.024
E01002643,0.989
E01002645,0.776
E01002646,0.886
E01002647,0.696
E01002649,0.923
E01002650,0.722
E01002651,1.35
E01002652,1.444
E01002653,1.44
E01002654,1.312
E01002655,1.443
E01002656,1.416
E01002657,1.424
E01002658,1.239
E01002659,1.258
E01002660,1.287
E01002661,1.273
E01002662,1.277
E01002663,1.402
E01002665,1.276
E01002666,1.416
E01002667,0.978
E01002668,0.806
E01002669,0.967
E01002670,1.288
E01002671,1.045
E01002672,1.155
E01002673,0.971
E01002674,1.019
E01002675,0.774
E01002676,0.897
E01002677,0.895
E01002678,0.88
E01002679,1.041
E01002680,0.956
E01002681,1.163
E01002682,1.242
E01002686,1.16
E01002687,1.234
E01002689,1.285
E01002690,1.288
E01002691,1.189
E01002692,1.223
E01002693,1.169
E01002694,1.252
E01002695,1.272
E01002696,1.307
E01002697,1.158
E01002698,1.274
E01002699,1.465
E01002700,1.425
E01002701,1.373
E01002702,1.293
E01002703,1.391
E01002704,1.431
E01002706,1.334
E01002707,1.485
E01002708,1.21
E01002709,1.141
E01002710,1.225
E01002711,1.297
E01002712,1.149
E01002713,1.251
E01002714,1.422
E01002715,1.451
E01002716,1.403
E01002717,1.432
E01002718,1.479
E01002719,1.389
E01002720,1.349
E01002721,1.463
E01002722,1.199
E01002723,1.262
E01002724,1.179
E01002725,1.178
E01002726,1.264
E01002727,1.226
E01002728,1.361
E01002729,1.236
E01002730,1.15
E01002732,1.31
E01002733,1.336
E01002734,1.377
E01002735,1.125
E01002736,1.37
E01002737,1.211
E01002738,1.313
E01002739,1.46
E01002740,1.281
E01002741,1.15
E01002742,1.389
E01002743,0.891
E01002744,0.9
E01002745,1.109
E01002747,1.112
E01002748,1.115
E01002749,0.886
E01002751,0.795
E01002752,1.482
E01002753,1.447
E01002754,1.488
E01002755,1.479
E01002756,1.43
E01002757,1.519
E01002758,1.301
E01002759,1.348
E01002760,1.206
E01002762,1.317
E01002763,1.307
E01002764,1.332
E01002765,1.275
E01002766,1.282
E01002767,1.431
E01002768,1.34
E01002769,1.332
E01002770,1.262
E01002771,1.32
E01002772,1.32
E01002773,1.217
E01002774,1.338
E01002775,1.343
E01002776,1.308
E01002777,1.387
E01002778,1.226
E01002779,1.509
E01002780,1.076
E01002781,1.448
E01002782,0.924
E01002783,1.026
E01002784,0.952
E01002785,1.345
E01002786,0.893
E01002787,1.02
E01002788,1.021
E01002789,1.226
E01002790,1.106
E01002791,1.043
E01002792,0.949
E01002793,1.134
E01002794,1.037
E01002795,0.823
E01002796,1.253
E01002797,1.187
E01002798,1.328
E01002799,1.177
E01002800,1.255
E01002801,1.493
E01002802,1.383
E01002804,1.298
E01002805,1.22
E01002806,1.377
E01002807,1.31
E01002808,1.383
E01002809,1.341
E01002810,1.412
E01002811,1.312
E01002812,1.273
E01002813,1.185
E01002814,1.257
E01002815,0.889
E01002816,1.361
E01002817,1.394
E01002818,1.292
E01002819,1.328
E01002821,1.375
E01002823,1.32
E01002824,1.122
E01002825,1.308
E01002826,1.268
E01002827,1.334
E01002828,1.299
E01002829,1.251
E01002830,1.391
E01002831,1.119
E01002832,1.049
E01002833,1.172
E01002834,1.216
E01002835,1.396
E01002836,1.287
E01002837,1.212
E01002839,1.28
E01002840,1.261
E01002841,1.194
E01002842,1.304
E01002843,1.446
E01002844,1.274
E01002845,1.349
E01002846,1.308
E01002847,1.278
E01002848,1.254
E01002849,1.433
E01002850,1.428
E01002851,1.177
E01002852,1.213
E01002853,1.301
E01002854,1.337
E01002855,1.205
E01002856,1.159
E01002857,1.286
E01002858,1.262
E01002859,1.398
E01002860,1.391
E01002861,1.341
E01002862,1.357
E01002863,1.307
E01002864,1.373
E01002865,1.324
E01002866,1.266
E01002867,1.238
E01002868,1.325
E01002869,1.373
E01002870,1.344
E01002871,1.242
E01002872,1.339
E01002873,1.178
E01002874,1.34
E01002875,1.229
E01002876,1.115
E01002877,1.183
E01002878,1.322
E01002879,1.328
E01002880,1.277
E01002881,1.222
E01002882,1.261
E01002883,1.29
E01002884,1.323
E01002885,1.232
E01002886,1.003
E01002887,1.478
E01002888,1.527
E01002889,1.34
E01002890,1.414
E01002891,1.25
E01002892,1.363
E01002893,1.354
E01002894,1.373
E01002896,1.4
E01002897,1.46
E01002898,1.37
E01002899,1.324
E01002900,1.331
E01002901,1.325
E01002902,1.016
E01002903,1.195
E01002904,0.952
E01002905,1.36
E01002906,1.292
E01002907,1.081
E01002908,1.481
E01002909,1.321
E01002910,0.987
E01002911,1.511
E01002912,1.17
E01002913,0.955
E01002914,0.81
E01002915,1.363
E01002916,1.444
E01002917,1.424
E01002918,1.378
E01002919,1.333
E01002920,1.29
E01002921,1.362
E01002922,1.402
E01002923,1.44
E01002924,1.406
E01002925,1.379
E01002926,1.295
E01002927,0.998
E01002928,1.478
E01002929,1.415
E01002930,1.19
E01002931,1.012
E01002932,1.021
E01002933,1.463
E01002934,1.117
E01002935,1.237
E01002937,1.335
E01002938,1.167
E01002939,1.383
E01002940,1.286
E01002941,1.158
E01002942,1.438
E01002943,1.094
E01002944,1.356
E01002945,1.391
E01002946,1.495
E01002947,1.259
E01002948,1.51
E01002949,1.434
E01002950,1.497
E01002951,1.495
E01002952,1.175
E01002953,1.042
E01002954,0.982
E01002955,1.36
E01002956,1.024
E01002957,1.333
E01002958,1.127
E01002959,1.094
E01002960,1.196
E01002961,1.464
E01002962,1.398
E01002963,1.502
E01002964,1.393
E01002965,1.396
E01002966,1.102
E01002967,1.399
E01002968,1.26
E01002969,1.365
E01002970,1.489
E01002971,1.175
E01002972,1.471
E01002973,1.2
E01002974,1.325
E01002975,1.325
E01002976,1.481
E01002977,1.464
E01002978,1.379
E01002979,1.228
E01002980,1.222
E01002981,1.305
E01002982,1.332
E01002983,1.336
E01002984,1.448
E01002985,1.322
E01002986,1.174
E01002987,1.333
E01002988,1.159
E01002989,1.535
E01002990,1.232
E01002991,1.323
E01002992,1.398
E01002993,1.485
E01002994,1.274
E01002995,1.377
E01002996,1.178
E01002997,1.379
E01002998,1.41
E01002999,1.108
E01003000,0.929
E01003001,1.301
E01003002,0.982
E01003003,1.148
E01003004,1.257
E01003005,1.14
E01003006,1.378
E01003007,1.135
E01003008,1.357
E01003009,1.026
E01003010,1.316
E01003011,1.428
E01003013,1.036
E01003014,0.992
E01003015,1.225
E01003016,1.45
E01003017,1.296
E01003018,1.233
E01003019,1.419
E01003020,1.282
E01003021,1.406
E01003022,1.414
E01003023,1.423
E01003024,1.37
E01003025,1.088
E01003026,1.518
E01003027,1.355
E01003028,1.149
E01003029,1.183
E01003030,1.275
E01003031,1.099
E01003032,1.187
E01003033,1.169
E01003034,0.929
E01003035,1.292
E01003036,1.078
E01003037,1.278
E01003038,1.105
E01003039,0.991
E01003040,1.05
E01003041,1.397
E01003042,1.44
E01003043,1.42
E01003044,1.433
E01003045,1.059
E01003046,1.236
E01003047,1.175
E01003048,1.121
E01003049,0.911
E01003050,1.083
E01003051,1.401
E01003052,1.411
E01003053,1.244
E01003054,1.562
E01003055,1.494
E01003056,1.022
E01003057,1.16
E01003058,1.383
E01003059,1.26
E01003060,1.399
E01003061,1.263
E01003062,1.427
E01003063,1.491
E01003064,1.56
E01003065,1.521
E01003066,1.531
E01003067,1.549
E01003068,1.385
E01003069,1.569
E01003070,1.467
E01003071,0.991
E01003072,0.88
E01003073,1.022
E01003074,1.387
E01003075,1.06
E01003076,1.326
E01003077,1.247
E01003078,1.38
E01003079,1.48
E01003080,1.1
E01003081,1.332
E01003082,1.44
E01003083,0.968
E01003084,1.37
E01003085,1.142
E01003086,1.229
E01003087,1.069
E01003088,1.12
E01003089,1.537
E01003090,1.366
E01003091,1.538
E01003092,1.567
E01003093,1.455
E01003094,1.041
E01003095,1.124
E01003096,1.252
E01003097,1.199
E01003098,1.052
E01003099,1.208
E01003100,1.318
E01003101,1.226
E01003102,1.077
E01003104,1.287
E01003105,1.322
E01003106,1.16
E01003107,1.166
E01003108,0.737
E01003110,0.985
E01003111,1.094
E01003112,1.028
E01003113,1.113
E01003114,0.881
E01003115,0.773
E01003116,1.059
E01003117,0.778
E01003118,1.555
E01003119,1.489
E01003120,1.418
E01003121,1.534
E01003122,1.266
E01003123,1.25
E01003124,1.045
E01003125,0.888
E01003126,1.059
E01003127,1.282
E01003128,0.867
E01003129,1.221
E01003130,1.182
E01003131,1.03
E01003132,1.241
E01003133,1.358
E01003134,1.002
E01003135,1.114
E01003136,0.847
E01003137,1.181
E01003138,0.858
E01003139,0.944
E01003140,0.947
E01003141,1.231
E01003142,1.223
E01003143,1.102
E01003144,1.271
E01003145,1.256
E01003146,1.37
E01003147,1.023
E01003148,0.949
E01003149,1.133
E01003150,0.931
E01003151,0.937
E01003152,1.056
E01003153,0.936
E01003154,0.779
E01003155,0.713
E01003156,0.834
E01003157,1.018
E01003158,0.663
E01003159,0.7
E01003160,0.69
E01003161,1.022
E01003162,0.958
E01003163,0.783
E01003164,1.124
E01003165,1.273
E01003166,1.353
E01003167,1.366
E01003168,1.395
E01003169,1.342
E01003170,1.463
E01003171,1.029
E01003172,1.309
E01003173,1.322
E01003174,1.246
E01003175,1.299
E01003176,1.231
E01003177,1.172
E01003178,1.2
E01003179,0.859
E01003180,0.988
E01003181,1.285
E01003182,1.462
E01003183,1.239
E01003184,1.056
E01003185,1.233
E01003186,1.355
E01003187,1.259
E01003188,1.329
E01003189,1.011
E01003190,1.259
E01003191,1.183
E01003192,1.064
E01003193,1.26
E01003194,1.3
E01003195,1.29
E01003196,1.219
E01003197,1.315
E01003198,1.292
E01003199,1.256
E01003200,1.153
E01003201,1.203
E01003202,0.916
E01003203,1.046
E01003204,0.996
E01003205,1.171
E01003206,0.993
E01003207,1.033
E01003209,1.036
E01003210,0.889
E01003211,0.935
E01003212,1.109
E01003213,1.135
E01003214,1.213
E01003215,1.257
E01003216,1.13
E01003217,1.206
E01003218,1.163
E01003219,0.891
E01003220,1.057
E01003221,1.005
E01003222,1.021
E01003223,1.024
E01003224,0.783
E01003225,0.972
E01003226,1.384
E01003227,1.314
E01003228,1.47
E01003229,1.464
E01003230,1.307
E01003231,1.236
E01003232,1.277
E01003233,1.369
E01003235,1.394
E01003236,1.345
E01003237,1.388
E01003238,1.419
E01003239,1.434
E01003240,0.966
E01003241,0.779
E01003243,1.102
E01003244,1.164
E01003245,0.97
E01003246,1.349
E01003247,1.362
E01003248,1.183
E01003249,1.261
E01003251,1.201
E01003252,1.274
E01003253,1.392
E01003254,0.955
E01003255,1.047
E01003256,1.184
E01003257,1.417
E01003258,1.228
E01003259,1.35
E01003260,1.258
E01003261,1.387
E01003262,1.322
E01003263,1.45
E01003264,1.332
E01003265,1.416
E01003266,1.362
E01003267,1.431
E01003268,1.364
E01003269,1.233
E01003270,1.067
E01003271,1.352
E01003272,1.319
E01003273,1.395
E01003274,1.293
E01003275,1.443
E01003276,1.409
E01003277,1.473
E01003278,1.32
E01003279,1.416
E01003280,1.247
E01003281,1.402
E01003282,1.401
E01003283,1.312
E01003284,1.423
E01003285,1.354
E01003286,1.421
E01003287,1.279
E01003288,1.106
E01003290,1.396
E01003291,1.342
E01003292,1.415
E01003293,1.474
E01003295,1.44
E01003297,1.236
E01003298,1.445
E01003299,1.373
E01003300,1.431
E01003301,1.422
E01003302,1.386
E01003303,1.367
E01003304,1.39
E01003305,1.387
E01003307,1.424
E01003308,1.405
E01003309,1.466
E01003310,1.299
E01003311,1.441
E01003312,1.427
E01003313,1.439
E01003314,1.354
E01003315,1.221
E01003316,1.246
E01003318,1.43
E01003319,1.33
E01003320,1.418
E01003321,1.158
E01003322,1.404
E01003323,1.319
E01003324,1.374
E01003325,1.456
E01003326,1.332
E01003327,1.283
E01003328,1.433
E01003329,1.465
E01003330,1.249
E01003331,1.433
E01003332,1.454
E01003333,1.416
E01003334,1.393
E01003335,1.411
E01003336,1.381
E01003337,1.409
E01003338,1.335
E01003339,1.348
E01003340,1.397
E01003341,1.393
E01003342,1.41
E01003343,1.161
E01003344,1.389
E01003345,1.462
E01003346,1.398
E01003347,1.337
E01003348,1.404
E01003349,1.365
E01003350,1.392
E01003351,1.233
E01003352,1.408
E01003353,1.328
E01003354,1.374
E01003355,1.378
E01003356,1.367
E01003357,1.492
E01003358,1.021
E01003359,1.484
E01003360,1.475
E01003361,1.461
E01003362,1.517
E01003363,1.449
E01003364,1.379
E01003365,1.434
E01003366,1.44
E01003368,1.472
E01003369,1.355
E01003370,1.416
E01003371,1.419
E01003372,1.46
E01003373,1.426
E01003374,1.323
E01003375,1.421
E01003376,1.413
E01003377,1.195
E01003378,1.218
E01003379,0.808
E01003380,1.429
E01003381,1.419
E01003382,1.342
E01003383,1.414
E01003384,1.384
E01003385,1.429
E01003386,1.368
E01003387,1.409
E01003388,1.148
E01003389,1.355
E01003390,1.386
E01003391,1.125
