GSSCode,diversity2011
E01001530,1.16
E01001534,1.089
E01001431,1.358
E01001432,1.357
E01001555,1.407
E01001557,1.319
E01001558,1.452
E01001559,1.296
E01001394,1.242
E01001395,1.304
E01001397,1.255
E01001500,1.114
E01001556,1.217
E01001560,1.359
E01001390,1.032
E01001391,1.102
E01001393,1.114
E01001396,1.067
E01001501,1.129
E01001527,0.999
E01001458,1.331
E01001553,1.357
E01001554,1.359
E01001562,1.393
E01032574,1.38
E01001690,1.003
E01001692,1.031
E01001693,1.08
E01001694,1.04
E01001687,1.219
E01001688,1.144
E01033739,1.177
E01033740,1.288
E01033741,1.242
E01033743,1.092
E01033745,1.118
E01001575,1.091
E01001576,1.035
E01001577,1.111
E01001578,1.138
E01001579,1.064
E01001709,1.189
E01001711,1.247
E01001712,1.218
E01033731,1.141
E01033734,1.092
E01033735,1.317
E01033736,0.983
E01033737,1.324
E01001705,1.222
E01001706,1.258
E01001708,0.9
E01001710,1.259
E01001713,1.224
E01001672,1.27
E01001673,1.293
E01001674,1.305
E01001675,1.239
E01001677,1.311
E01001631,1.296
E01001632,1.281
E01001635,1.23
E01001636,1.323
E01033742,1.274
E01033744,1.194
E01001571,1.217
E01001572,1.091
E01001573,1.21
E01001574,1.123
E01001629,1.216
E01001633,1.236
E01001634,1.153
E01001637,1.236
E01001695,1.29
E01001696,1.289
E01001697,1.299
E01001700,1.339
E01001703,1.194
E01001704,1.215
E01001588,1.021
E01001589,1.008
E01001591,1.159
E01001595,1.219
E01001590,1.084
E01001592,0.884
E01001593,0.615
E01001594,1.215
E01001698,1.231
E01001699,1.153
E01001701,1.039
E01001702,1.295
E01001581,0.746
E01001585,0.645
E01001586,0.76
E01001587,0.689
E01001678,1.01
E01001683,1.169
E01001684,1.052
E01001685,1.034
E01001646,1.11
E01001650,1.015
E01001651,1.106
E01001652,0.878
E01001679,0.966
E01001680,0.858
E01001681,0.988
E01001682,0.946
E01001686,1.088
E01001580,0.593
E01001582,0.812
E01001583,0.568
E01001584,0.491
E01001645,1.028
E01001647,1.073
E01001648,1.029
E01001649,0.819
E01001605,0.464
E01001606,0.455
E01001610,0.558
E01001611,0.516
E01001620,0.878
E01001621,0.662
E01001623,0.865
E01001624,0.519
E01001625,0.721
E01001604,0.539
E01001607,0.455
E01001608,0.303
E01001609,0.572
E01001613,0.641
E01001614,0.407
E01001615,0.787
E01001617,0.533
E01001653,0.692
E01001654,0.873
E01001655,0.694
E01001660,1.009
E01001661,0.818
E01001618,0.555
E01001619,0.637
E01033729,0.82
E01001597,0.885
E01001598,0.772
E01001602,0.674
E01001603,0.653
E01001596,0.652
E01001599,0.729
E01001600,0.679
E01001601,0.566
E01001669,1.118
E01001671,0.972
E01001676,1.244
E01032567,1.069
E01001656,0.648
E01001657,0.752
E01001658,0.876
E01001659,1.101
E01033726,1.121
E01001640,1.222
E01033727,1.265
E01033728,0.893
E01033730,0.998
E01001666,1.204
E01001667,1.134
E01001668,0.855
E01033732,1.218
E01033733,0.986
E01001662,0.664
E01001664,0.747
E01001665,0.859
E01033738,0.915
E01001638,1.203
E01001641,0.903
E01001642,0.53
E01001644,0.915
E01033746,0.664
E01001808,0.753
E01001809,1.035
E01001814,1.127
E01001823,1.151
E01001825,0.692
E01001714,1.299
E01001811,1.355
E01001813,1.4
E01033701,1.402
E01001799,0.879
E01001802,1.088
E01001804,0.959
E01001807,1.149
E01001812,1.012
E01001725,1.166
E01001726,1.371
E01001800,1.16
E01001824,1.215
E01001826,1.15
E01001723,1.171
E01001724,1.111
E01001727,1.138
E01001768,1.207
E01001769,1.257
E01001715,1.001
E01001716,1.216
E01001717,1.207
E01001718,0.884
E01001719,1.282
E01001720,0.881
E01001742,1.237
E01001801,0.961
E01001803,0.89
E01001806,1.085
E01001741,0.951
E01001805,1.012
E01001829,0.824
E01001831,1.122
E01001832,1.212
E01001764,1.316
E01001765,1.376
E01001767,1.27
E01001770,1.364
E01033703,1.26
E01033713,1.278
E01001792,1.31
E01001793,1.239
E01001794,1.207
E01001795,1.185
E01001796,1.311
E01001736,1.052
E01001737,1.013
E01001738,0.938
E01001739,0.858
E01001786,1.205
E01001787,1.287
E01001788,1.302
E01001790,1.261
E01001740,1.383
E01001747,1.158
E01001830,1.277
E01001833,1.241
E01001834,1.174
E01001835,1.102
E01001733,1.195
E01001785,1.24
E01001789,1.215
E01001791,1.376
E01001745,1.276
E01001746,1.382
E01001757,1.342
E01001758,1.379
E01001759,1.271
E01001761,1.236
E01001731,1.285
E01001734,1.19
E01001760,1.292
E01001762,1.1
E01001846,1.23
E01001847,1.269
E01001848,1.107
E01001849,1.304
E01001729,1.311
E01001730,1.401
E01001732,1.323
E01001735,1.147
E01001838,1.379
E01001850,1.294
E01001748,1.16
E01001749,0.954
E01001763,1.144
E01001816,1.066
E01001819,1.008
E01001744,1.134
E01001750,1.184
E01001751,0.661
E01001756,0.889
E01033698,1.344
E01033699,1.233
E01033700,1.174
E01033707,1.253
E01001836,1.078
E01001840,1.261
E01001841,0.876
E01001844,1.091
E01001845,1.225
E01001837,0.838
E01001839,1.168
E01001842,1.332
E01001843,1.205
E01033704,1.03
E01033712,1.139
E01001772,1.34
E01001774,1.203
E01001775,1.374
E01001815,1.28
E01001820,1.225
E01001821,1.283
E01001752,1.127
E01001753,1.339
E01001754,1.208
E01001755,1.315
E01001773,1.32
E01001776,1.298
E01001779,1.32
E01001781,1.253
E01001782,1.115
E01001783,1.355
E01001777,1.223
E01001780,1.29
E01001784,1.271
E01033706,0.98
E01033708,0.88
E01033709,1.222
E01033711,1.132
E01001798,1.437
E01001828,1.337
E01033702,1.357
E01033705,1.375
E01033710,1.278
E01001722,1.322
E01001728,1.204
E01001822,1.387
E01001827,1.245
E01001874,1.227
E01001875,1.298
E01001876,1.452
E01001877,1.36
E01001878,1.29
E01001955,1.315
E01001957,1.373
E01001958,1.392
E01001961,1.392
E01001954,1.155
E01001956,1.089
E01001959,1.35
E01001960,1.072
E01001943,1.185
E01001944,1.334
E01001945,1.032
E01001946,1.096
E01001862,1.224
E01001940,1.235
E01001941,1.099
E01001942,1.132
E01001858,1.119
E01001860,1.278
E01001861,1.221
E01001863,0.881
E01001864,0.996
E01001852,0.942
E01001853,0.801
E01001854,0.986
E01001857,1.276
E01001859,1.203
E01001865,0.973
E01001927,0.635
E01001930,0.99
E01001895,1.025
E01001896,1.144
E01001897,0.822
E01001929,0.601
E01001851,0.66
E01001855,0.798
E01001856,1.114
E01001869,0.693
E01001873,1.033
E01001928,0.981
E01001931,1.215
E01001932,0.981
E01001933,0.957
E01001866,1.093
E01001867,1.23
E01001868,1.28
E01001870,1.126
E01001871,1.167
E01001872,1.077
E01001893,1.202
E01001894,1.056
E01001898,1.064
E01001899,1.197
E01001900,1.121
E01001889,0.837
E01001910,1.002
E01001913,0.626
E01001914,1.069
E01001885,1.375
E01001908,0.987
E01001909,0.967
E01001911,1.317
E01001912,1.373
E01001886,1.055
E01001887,1.037
E01001890,1.177
E01001892,1.088
E01001880,0.904
E01001881,0.75
E01001882,0.827
E01001883,1.006
E01001884,1.087
E01001888,0.751
E01001891,0.936
E01001917,0.656
E01001918,0.747
E01001919,0.689
E01001879,0.945
E01001901,0.668
E01001902,0.775
E01001903,1.092
E01001920,0.954
E01001921,0.673
E01001922,0.667
E01001923,0.853
E01001924,0.567
E01001947,1.293
E01001948,0.789
E01001949,0.49
E01001950,0.56
E01001951,0.779
E01001953,0.987
E01001904,0.635
E01001905,0.619
E01001906,0.698
E01001907,0.619
E01001935,0.809
E01001939,1.067
E01032788,0.995
E01032789,1.277
E01032790,1.251
E01001915,0.553
E01001916,0.431
E01001926,0.525
E01001952,0.779
E01001925,0.65
E01001934,1.058
E01001937,0.682
E01001938,1.078
E01001969,1.127
E01001971,1.304
E01001974,1.095
E01001975,1.064
E01002036,1.276
E01002037,1.308
E01002039,1.26
E01002040,1.242
E01001962,0.965
E01001970,1.29
E01001972,1.147
E01001973,1.095
E01002090,1.295
E01002093,1.246
E01002096,1.295
E01002097,1.371
E01002091,1.283
E01002092,1.308
E01002094,1.337
E01002095,1.346
E01002098,1.032
E01002101,1.171
E01002102,1.192
E01002105,1.152
E01002099,1.308
E01002100,1.33
E01002103,1.254
E01002104,1.288
E01001963,0.705
E01001964,0.862
E01001965,0.689
E01001966,0.683
E01002027,1.197
E01002028,1.226
E01002032,1.264
E01002033,1.285
E01001976,1.274
E01001977,1.303
E01001978,1.334
E01001979,1.378
E01002074,1.295
E01002077,1.309
E01002079,1.324
E01002081,1.364
E01002082,1.258
E01002086,1.274
E01002088,1.167
E01002089,1.19
E01001967,0.685
E01001968,0.794
E01001996,0.63
E01001997,0.674
E01002075,1.32
E01002076,1.35
E01002078,1.3
E01002080,1.344
E01002026,1.32
E01002029,1.284
E01002030,1.237
E01002031,1.158
E01001991,0.72
E01001992,0.596
E01001993,0.493
E01001995,1.064
E01001980,1.319
E01001981,1.362
E01001982,1.229
E01001983,1.257
E01002083,1.172
E01002084,1.164
E01002085,1.253
E01002087,1.226
E01002014,0.95
E01002015,1.066
E01002018,0.93
E01033085,1.138
E01033086,1.284
E01002020,0.829
E01002022,0.6
E01002023,0.614
E01002025,0.645
E01002013,0.676
E01002019,0.553
E01002021,0.6
E01002024,0.738
E01001998,1.025
E01001999,1.098
E01002003,1.227
E01002004,1.116
E01002067,1.28
E01002069,1.283
E01002070,1.284
E01002073,1.295
E01002066,1.363
E01002068,1.217
E01002071,1.37
E01002072,1.305
E01002043,1.27
E01002045,1.325
E01002046,1.242
E01002049,1.332
E01002042,1.175
E01002044,1.112
E01002047,1.096
E01002048,1.24
E01002016,0.996
E01002017,1.008
E01002059,0.92
E01002060,0.718
E01002050,1.036
E01002051,1.269
E01002052,1.026
E01002055,0.967
E01001994,0.864
E01002008,0.694
E01002010,0.849
E01002011,0.847
E01002000,1.012
E01002001,1.033
E01002002,1.097
E01002058,1.169
E01002053,1.32
E01002054,1.284
E01002056,1.175
E01002057,1.165
E01001984,0.806
E01001985,0.532
E01001987,0.636
E01001989,0.763
E01001986,0.73
E01001988,0.706
E01001990,0.773
E01002062,0.916
E01002005,0.737
E01002006,0.734
E01002007,0.641
E01002009,0.603
E01002061,0.761
E01002063,0.958
E01002064,1.108
E01002065,0.888
E01002034,1.304
E01002038,1.276
E01002041,1.271
E01032575,1.287
E01002112,0.978
E01002114,1.088
E01002225,0.765
E01002226,1.083
E01002113,1.081
E01002115,1.108
E01002116,1.011
E01002117,1.216
E01002118,1.192
E01002227,1.266
E01002228,1.19
E01002229,1.101
E01002230,1.028
E01002144,1.098
E01002146,0.936
E01002147,0.881
E01002149,0.89
E01002140,1.17
E01002141,1.099
E01002142,1.171
E01002143,1.238
E01002145,1.124
E01002139,1.292
E01002148,1.094
E01002150,1.03
E01002151,1.268
E01002152,0.907
E01002119,1.248
E01002120,1.337
E01002121,1.168
E01002122,1.155
E01002123,1.146
E01002106,1.17
E01002108,1.026
E01002109,1.011
E01002110,0.974
E01002111,1.163
E01002185,1.23
E01002186,1.057
E01002187,1.016
E01002190,0.921
E01002124,1.041
E01002125,1.122
E01002198,0.947
E01002200,1.02
E01002203,1.071
E01002232,1.236
E01002233,1.337
E01002234,1.309
E01002235,1.303
E01002236,1.304
E01002107,1.105
E01002197,0.951
E01002199,0.984
E01002201,0.921
E01002202,1.183
E01002179,1.323
E01002180,1.318
E01002183,1.223
E01002184,1.24
E01002231,1.256
E01002154,1.159
E01002156,1.027
E01002162,1.257
E01002163,1.155
E01002188,0.673
E01002189,0.887
E01002192,0.881
E01002193,0.998
E01002165,0.972
E01002166,0.902
E01002167,1.049
E01002168,1.201
E01002169,1.028
E01002153,1.044
E01002155,0.945
E01002157,1.17
E01002158,1.032
E01002128,1.172
E01002130,1.234
E01002181,1.152
E01002182,1.213
E01002159,1.142
E01002160,1.25
E01002161,1.194
E01002164,1.173
E01002191,1.02
E01002194,0.86
E01002195,0.955
E01002196,0.881
E01002126,1.169
E01002127,1.108
E01002129,1.221
E01002131,1.246
E01002237,1.22
E01002238,1.138
E01002240,1.142
E01002242,1.099
E01002208,0.98
E01002209,1.049
E01002239,1.107
E01002241,1.242
E01002133,1.359
E01002136,1.243
E01002138,1.239
E01002213,1.224
E01002211,1.284
E01002212,1.199
E01002216,1.02
E01002217,1.339
E01002132,1.128
E01002134,1.118
E01002135,1.202
E01002137,0.748
E01002218,1.218
E01002219,1.058
E01002221,1.237
E01002222,1.232
E01002214,1.183
E01002215,1.232
E01002220,1.252
E01002223,1.188
E01002224,1.3
E01002204,1.041
E01002206,1.05
E01002207,1.064
E01002210,1.023
E01032576,1.075
E01002170,1.147
E01002171,0.997
E01002172,1.183
E01002173,1.024
E01002174,0.914
E01002175,0.902
E01002176,1.056
E01002177,1.036
E01002178,1.021
E01002276,0.483
E01002278,0.423
E01002312,0.394
E01002313,0.56
E01002277,0.333
E01002279,0.462
E01002281,0.464
E01002283,0.57
E01002299,0.507
E01002301,0.444
E01002303,0.601
E01002304,0.362
E01002306,0.657
E01002307,0.435
E01002280,0.66
E01002282,0.575
E01002284,0.628
E01002297,0.57
E01002314,0.611
E01002316,0.728
E01002302,0.393
E01002305,0.509
E01002308,0.521
E01002326,0.45
E01002331,0.505
E01002309,0.665
E01002310,0.552
E01002311,0.618
E01002315,0.706
E01002293,0.466
E01002294,0.347
E01002296,0.375
E01002298,0.415
E01002300,0.446
E01002333,0.311
E01002334,0.375
E01002336,0.33
E01002339,0.411
E01002341,0.347
E01002327,0.479
E01002328,0.565
E01002332,0.381
E01002335,0.289
E01002338,0.538
E01002340,0.501
E01002268,0.567
E01002269,0.453
E01002295,0.382
E01002377,0.57
E01002378,0.358
E01002383,0.504
E01002244,0.672
E01002245,0.529
E01002325,0.334
E01002329,0.552
E01002330,0.627
E01002337,0.419
E01002354,0.424
E01002376,0.395
E01002379,0.642
E01002380,0.48
E01002381,0.449
E01002243,0.809
E01002353,0.672
E01002356,0.855
E01032741,0.792
E01032742,0.515
E01002272,0.385
E01002274,0.402
E01002317,0.405
E01002318,0.331
E01002355,0.403
E01002382,0.446
E01002270,0.842
E01002271,0.838
E01002273,0.612
E01002275,0.676
E01002319,0.519
E01002350,0.719
E01002351,0.504
E01002352,0.608
E01002358,0.657
E01002246,0.772
E01002247,0.849
E01002248,0.749
E01002249,0.977
E01002250,0.824
E01002251,0.774
E01002252,0.216
E01002256,0.273
E01002258,0.252
E01002259,0.276
E01002391,0.207
E01002253,0.245
E01002254,0.322
E01002257,0.286
E01002384,0.297
E01002359,0.305
E01002360,0.235
E01002361,0.415
E01002363,0.33
E01002367,0.292
E01002320,0.37
E01002321,0.473
E01002322,0.46
E01002323,0.463
E01002324,0.379
E01002255,0.373
E01002289,0.333
E01002292,0.359
E01002362,0.342
E01002386,0.398
E01002287,0.411
E01002291,0.397
E01002364,0.218
E01002365,0.465
E01002366,0.488
E01002385,0.172
E01002387,0.228
E01002388,0.249
E01002389,0.116
E01002390,0.263
E01002265,0.415
E01002285,0.264
E01002286,0.265
E01002288,0.324
E01002290,0.342
E01002260,0.733
E01002261,0.681
E01002262,0.551
E01002263,0.478
E01002264,0.431
E01002266,0.444
E01002267,0.524
E01002372,0.459
E01002373,0.516
E01002374,0.608
E01002368,0.797
E01002369,0.706
E01002370,0.636
E01002371,0.549
E01002375,0.604
E01002343,0.434
E01002344,0.57
E01002348,0.358
E01002349,0.242
E01002342,0.81
E01002345,0.794
E01002346,0.686
E01002347,0.792
E01002473,0.901
E01002475,0.9
E01002476,0.966
E01002477,0.966
E01002482,0.943
E01002472,0.812
E01002474,0.807
E01002478,0.853
E01002483,0.993
E01002484,0.818
E01002485,0.948
E01002438,0.493
E01002439,0.572
E01002440,0.436
E01002441,0.611
E01002442,0.458
E01002433,0.788
E01002436,0.688
E01002479,0.886
E01002480,0.819
E01002481,0.923
E01002533,0.589
E01002534,0.594
E01002538,0.572
E01002539,0.507
E01002418,0.794
E01002419,0.718
E01002431,0.826
E01002432,0.735
E01002437,0.635
E01002430,0.511
E01002434,0.502
E01002435,0.683
E01002470,0.707
E01002535,0.768
E01002416,0.617
E01002417,0.696
E01002420,0.697
E01002421,0.733
E01002471,0.634
E01002465,0.689
E01002467,0.586
E01002494,0.883
E01002536,0.779
E01002537,0.775
E01002415,0.632
E01002466,0.494
E01002468,0.587
E01002469,0.57
E01002495,0.805
E01002458,0.64
E01002459,0.512
E01002460,0.639
E01002462,0.697
E01002464,0.654
E01002461,0.966
E01002463,0.807
E01002512,0.838
E01002513,0.839
E01002516,1.071
E01002450,0.908
E01002451,0.931
E01002452,0.965
E01002453,0.951
E01002454,0.959
E01002414,1.199
E01002514,0.942
E01002515,0.901
E01033725,0.949
E01002520,0.998
E01002521,1.032
E01002523,1.094
E01033724,1.205
E01002410,1.007
E01002412,1.18
E01002456,0.955
E01002509,0.853
E01002511,0.94
E01002422,1.13
E01002423,1.03
E01002424,1.188
E01002425,1.207
E01002427,1.077
E01002428,1.06
E01002408,1.067
E01002409,1.103
E01002429,1.095
E01002455,1.131
E01002457,1.153
E01002392,1.233
E01002393,1.293
E01002540,1.286
E01002542,1.357
E01002543,1.292
E01002394,1.207
E01002395,1.239
E01002397,1.17
E01002398,1.097
E01002399,1.126
E01002426,1.199
E01002411,0.853
E01002413,0.87
E01002518,0.907
E01002519,0.818
E01002550,0.996
E01002554,1.169
E01002541,1.202
E01002544,1.284
E01002545,1.374
E01002546,1.112
E01002547,1.198
E01002400,1.192
E01002401,1.276
E01002402,1.269
E01002403,1.293
E01002404,1.266
E01002548,0.875
E01002549,1.006
E01002551,1.025
E01002552,0.95
E01002553,0.964
E01002396,1.193
E01002501,1.24
E01002502,1.227
E01002505,1.306
E01002508,1.298
E01002405,1.206
E01002406,1.279
E01002503,1.204
E01002504,1.196
E01002506,1.24
E01002507,1.16
E01002486,1.287
E01002487,1.275
E01002526,1.079
E01002528,1
E01002532,1.104
E01002445,1.179
E01002525,0.79
E01002529,1.223
E01002530,0.964
E01002531,0.81
E01002407,1.254
E01002488,1.146
E01002489,1.085
E01002490,1.204
E01002492,1.144
E01002444,1.205
E01002446,0.998
E01002447,1.199
E01002527,0.883
E01002443,1.142
E01002448,1.174
E01002449,1.21
E01002491,1.266
E01002493,1.341
E01002496,0.899
E01002497,0.982
E01002498,0.81
E01002499,0.924
E01032577,0.824
E01002569,0.618
E01002570,0.706
E01002573,0.59
E01002574,0.695
E01002575,0.701
E01002562,1.042
E01002564,1.099
E01002566,1.297
E01002568,1.192
E01033081,1.031
E01033082,0.899
E01002620,1.216
E01002625,0.931
E01002626,1.095
E01002627,1.334
E01002631,1.077
E01002633,1.242
E01002634,1.261
E01002637,1.144
E01002638,1.148
E01002563,0.995
E01002565,0.904
E01002567,0.752
E01002684,1.026
E01002686,1.019
E01002571,0.641
E01002572,1.044
E01002577,0.781
E01002578,0.716
E01002689,0.872
E01002690,0.642
E01002576,0.906
E01002579,0.637
E01002580,0.809
E01002581,0.715
E01002582,0.533
E01002675,1.168
E01002678,1.106
E01002679,1.108
E01002680,1.15
E01002619,0.957
E01002622,0.94
E01002632,1.013
E01002635,0.89
E01002636,0.945
E01002618,0.878
E01002621,1.053
E01002623,1.062
E01002628,1.034
E01002629,1.164
E01002630,1.091
E01002639,0.912
E01002640,0.856
E01002674,1.084
E01002676,0.976
E01002583,1.02
E01002584,0.911
E01002585,1.112
E01002586,0.894
E01002589,1.216
E01002668,0.973
E01002669,1.017
E01002681,1.215
E01002682,1.077
E01002683,1.016
E01002642,1.016
E01002643,1.163
E01002645,1.176
E01002658,0.847
E01002677,1.07
E01002587,1.005
E01002588,1.289
E01002660,0.976
E01002661,0.793
E01002665,1.034
E01002624,1.003
E01002646,1.146
E01002662,0.877
E01002663,1.1
E01002664,1.105
E01002641,1.037
E01002648,1.072
E01002649,1.14
E01002657,1.04
E01033083,0.728
E01033084,1.151
E01002653,1.096
E01002654,1.101
E01002655,1.058
E01002656,0.911
E01002659,1.038
E01002667,0.942
E01002670,0.905
E01002671,0.685
E01002672,1.265
E01002673,1.382
E01002647,1.156
E01002650,1.138
E01002651,1.041
E01002652,0.972
E01002666,0.942
E01002555,1.049
E01002556,1.026
E01002590,0.981
E01002592,1.093
E01002595,1.038
E01002557,0.935
E01002558,1.009
E01002559,1.01
E01002560,0.88
E01002561,1.035
E01002591,0.887
E01002593,0.996
E01002594,1.126
E01002611,0.943
E01002612,1.028
E01002613,0.98
E01002598,1.001
E01002599,0.953
E01002600,0.849
E01002603,1.065
E01033000,1.189
E01033030,1.095
E01002604,1.113
E01002605,0.975
E01002606,1.02
E01002607,1.084
E01002615,1.111
E01002596,1.14
E01002601,0.932
E01002602,0.588
E01002614,0.924
E01002616,0.788
E01002608,1.012
E01002609,0.79
E01002610,0.997
E01002617,0.719
E01002687,0.692
E01002691,1.063
E01002692,0.98
E01002693,0.756
E01032573,0.758
E01002755,1.116
E01002756,0.94
E01002758,1.262
E01002804,1.202
E01002807,1.147
E01002811,1.157
E01002753,1.113
E01002754,0.776
E01002757,1.07
E01002759,0.849
E01002760,1.235
E01002772,1.032
E01002735,1.171
E01002805,0.983
E01002806,0.906
E01002808,0.967
E01002809,1.126
E01002810,1.141
E01002768,0.907
E01002770,0.993
E01002771,1.027
E01002773,1.189
E01002774,1.015
E01002732,1.29
E01002734,1.341
E01002736,1.297
E01002737,1.288
E01002751,1.301
E01002742,0.704
E01002747,0.872
E01002748,1.227
E01002749,1.115
E01033493,0.678
E01033494,0.829
E01002730,1.059
E01002731,1.105
E01002733,0.941
E01002763,1.019
E01002769,0.898
E01002785,0.854
E01002788,0.784
E01002789,0.62
E01002738,0.849
E01002741,1.064
E01002743,1.028
E01002744,0.804
E01002752,1.108
E01002764,1.019
E01002783,0.956
E01002784,1.087
E01002786,1.09
E01002787,1.132
E01002762,0.877
E01002767,1.089
E01033486,1.164
E01033487,1.171
E01033488,1.199
E01033491,1.055
E01033492,0.985
E01002777,0.833
E01002778,1.356
E01002779,0.912
E01002781,1.118
E01002782,1.278
E01002739,0.723
E01002740,0.665
E01002745,0.771
E01002795,1.088
E01002796,0.811
E01002716,1.14
E01002718,0.694
E01002721,0.792
E01002775,0.851
E01002776,1.029
E01002780,1.017
E01002708,1.066
E01002712,1.09
E01002713,0.98
E01002765,1.244
E01002766,1.22
E01002717,0.864
E01002719,0.702
E01002720,1.215
E01002790,0.989
E01002791,0.668
E01002793,0.939
E01002698,0.845
E01002699,0.644
E01002700,0.523
E01002714,0.681
E01002792,0.822
E01002722,0.916
E01002797,1.06
E01002798,0.709
E01002799,1.007
E01002800,1.161
E01002694,1.248
E01002697,1.321
E01002709,1.122
E01002710,1.181
E01002715,1.244
E01002696,0.668
E01002794,0.814
E01002801,0.715
E01002802,0.675
E01002803,0.902
E01002695,1.014
E01002711,1.127
E01002727,0.832
E01002728,1.181
E01002729,0.768
E01002707,0.976
E01002723,1.03
E01002724,0.835
E01002725,1.094
E01002726,0.971
E01033489,0.888
E01033490,1.118
E01002701,1.068
E01002702,1.186
E01002703,1.154
E01002704,1.087
E01002706,1.029
E01002852,1.429
E01002853,1.34
E01002854,1.352
E01002855,1.397
E01002857,1.447
E01002904,1.399
E01002905,1.256
E01002906,1.142
E01002907,1.338
E01002876,0.796
E01002877,1.349
E01002878,1.072
E01002908,0.951
E01002909,0.932
E01002829,1.113
E01002830,1.177
E01002831,1.146
E01002832,1.164
E01002856,1.097
E01002870,1.179
E01002872,1.077
E01002879,1.366
E01002880,1.461
E01002881,1.199
E01002882,0.722
E01002883,0.8
E01002884,0.931
E01002885,0.875
E01002886,0.731
E01002833,0.737
E01002871,0.655
E01002873,0.82
E01002874,0.91
E01002875,0.747
E01002824,0.755
E01002825,0.963
E01002826,0.776
E01002827,0.668
E01002828,0.729
E01002864,1.019
E01002866,1.09
E01002867,1.242
E01002868,0.772
E01002869,1.029
E01002887,0.876
E01002889,0.901
E01002890,0.746
E01002891,0.974
E01002892,1.014
E01002813,0.76
E01002815,1.057
E01002816,0.815
E01002817,0.857
E01002865,0.923
E01002818,0.957
E01002819,0.77
E01002859,0.67
E01002860,0.579
E01002863,0.733
E01002812,1.078
E01002834,0.911
E01002839,1.119
E01002850,1.163
E01002888,1.006
E01002821,0.838
E01002823,0.981
E01002858,1.217
E01002861,0.703
E01002862,1.1
E01002814,1.326
E01002847,0.94
E01002848,1.117
E01002851,1.264
E01002820,0.859
E01002822,0.612
E01002835,0.846
E01002836,0.79
E01002837,0.603
E01002846,1.094
E01002849,0.945
E01002893,0.835
E01002894,0.839
E01002898,0.708
E01002899,0.791
E01002900,0.581
E01002901,0.494
E01002902,0.738
E01002903,0.498
E01002844,0.704
E01002845,0.837
E01002910,0.725
E01002911,0.589
E01002914,0.565
E01002838,0.741
E01002895,0.469
E01002896,0.666
E01002897,0.769
E01002912,0.738
E01002840,1.132
E01002841,0.927
E01002842,1.409
E01002843,1.261
E01002913,0.968
E01003006,0.724
E01003007,0.677
E01003008,0.694
E01003009,0.699
E01003010,0.494
E01002952,0.948
E01002953,1.056
E01002955,1.114
E01002956,1.039
E01002959,0.994
E01002935,0.794
E01002938,0.624
E01002951,0.794
E01002954,1.071
E01002957,1.225
E01002933,0.698
E01002934,0.628
E01002937,0.618
E01003011,0.655
E01033568,1.132
E01033569,0.84
E01002964,0.844
E01002969,1.222
E01002971,0.732
E01002972,0.909
E01002974,0.937
E01002932,1.078
E01002960,1.014
E01002962,0.981
E01002970,0.912
E01002973,1.058
E01002929,0.759
E01002930,0.944
E01002931,0.923
E01002963,0.892
E01002985,0.998
E01002927,0.893
E01002928,0.88
E01002958,0.693
E01002961,0.913
E01002986,0.921
E01002965,0.872
E01002967,0.667
E01002968,0.966
E01002990,0.713
E01002991,0.672
E01002922,0.543
E01002926,0.631
E01002966,0.558
E01002992,0.841
E01002921,0.775
E01002987,0.822
E01002988,0.876
E01002989,0.603
E01002975,1.037
E01002977,0.931
E01002980,0.927
E01002981,0.989
E01002984,1.004
E01002923,0.85
E01002925,0.629
E01002993,0.67
E01002995,0.7
E01002999,0.801
E01002915,0.881
E01002916,0.841
E01002917,0.686
E01002920,0.673
E01002924,0.557
E01002976,0.679
E01002978,0.841
E01002979,0.723
E01002982,0.969
E01002983,0.879
E01002994,0.709
E01002996,0.579
E01002997,0.617
E01002998,0.779
E01003002,0.797
E01002918,0.904
E01002919,1.067
E01003000,0.874
E01003001,0.922
E01003003,0.862
E01002939,0.728
E01002941,0.486
E01002942,0.447
E01003004,0.829
E01003005,0.571
E01002944,0.694
E01002945,0.407
E01002946,0.435
E01002947,0.429
E01002940,0.619
E01002943,0.539
E01002948,0.701
E01002949,0.639
E01002950,0.502
E01003015,1.254
E01003108,1.195
E01003110,0.925
E01003111,1.238
E01003112,1.224
E01003101,1.132
E01003105,1.234
E01003106,1.026
E01003107,0.965
E01003109,1.231
E01003102,1.011
E01003104,1.082
E01003122,1.137
E01003129,1.071
E01033207,1.065
E01033208,1.233
E01003098,1.023
E01003099,1.15
E01003100,0.834
E01003180,1.178
E01003183,1.198
E01003097,1.174
E01003121,1.174
E01003123,0.83
E01003124,1.106
E01003125,1.285
E01003181,1.228
E01003184,1.195
E01003185,1.132
E01003186,1.049
E01003187,1.175
E01003089,1.277
E01003091,1.193
E01003092,1.189
E01003126,1.136
E01003128,1.156
E01003046,1.09
E01003048,1.123
E01003075,1.239
E01003182,1.185
E01003188,1.205
E01003088,1.141
E01003093,1.257
E01003094,1.057
E01003096,0.921
E01003127,1.033
E01003045,1.229
E01003047,1.234
E01003049,1.216
E01003059,1.242
E01003060,1.21
E01003061,1.246
E01003034,0.936
E01003035,0.872
E01003036,0.951
E01003090,0.984
E01003095,0.892
E01003037,1.119
E01003038,0.638
E01003039,0.726
E01003040,0.852
E01003042,0.9
