GSSCode,year,diversity
E01001125,2021,1.169
E01001059,2011,0.944
E01001059,2021,0.965
E01001061,2011,0.818
E01001061,2021,1.136
E01001066,2011,0.668
E01001066,2021,1.314
E01001126,2011,0.711
E01001126,2021,0.902
E01001101,2011,0.791
E01001101,2021,0.778
E01001107,2011,0.689
E01001107,2021,1.076
E01001076,2011,0.733
E01001076,2021,1.096
E01001080,2011,0.984
E01001080,2021,1.029
E01001073,2011,1.004
E01001073,2021,1.172
E01001093,2011,0.651
E01001093,2021,1.231
E01001097,2011,0.746
E01001097,2021,1.247
E01001028,2011,0.732
E01001028,2021,1.196
E01001030,2011,0.515
E01001030,2021,1.209
E01001094,2011,0.376
E01001094,2021,1.198
E01001105,2011,0.649
E01001105,2021,0.947
E01001121,2011,0.528
E01001121,2021,0.806
E01001070,2011,1.246
E01001070,2021,1.158
E01001099,2011,1.145
E01001099,2021,1.085
E01001016,2011,1.233
E01001016,2021,1.07
E01001067,2011,1.222
E01001067,2021,1.075
E01001068,2011,1.242
E01001068,2021,0.978
E01001072,2011,1.21
E01001072,2021,0.824
E01001017,2011,1.182
E01001017,2021,0.711
E01001025,2011,1.281
E01001025,2021,0.852
E01001027,2011,1.286
E01001027,2021,1.163
E01001019,2011,1.331
E01001019,2021,0.767
E01001021,2011,1.217
E01001021,2021,1.008
E01000990,2011,1.149
E01000990,2021,1.305
E01001190,2011,1.271
E01001190,2021,1.299
E01032569,2011,1.253
E01032569,2021,1.378
E01034148,2011,1.228
E01034148,2021,1.383
E01034150,2011,1.296
E01034150,2021,1.363
E01001047,2011,1.354
E01001047,2021,1.262
E01001035,2011,1.224
E01001035,2021,1.289
E01001269,2011,1.223
E01001269,2021,1.271
E01001309,2011,1.333
E01001309,2021,1.273
E01001311,2011,1.309
E01001311,2021,1.449
E01001308,2011,1.243
E01001308,2021,1.259
E01001313,2011,1.378
E01001313,2021,1.271
E01001315,2011,1.418
E01001315,2021,1.345
E01001317,2011,1.317
E01001317,2021,1.421
E01001320,2011,1.29
E01001320,2021,1.411
E01001270,2011,1.292
E01001270,2021,1.374
E01001322,2011,1.246
E01001322,2021,1.357
E01001341,2011,1.167
E01001341,2021,1.34
E01001343,2011,1.238
E01001343,2021,1.299
E01001265,2011,1.169
E01001265,2021,1.307
E01001267,2011,0.914
E01001267,2021,1.375
E01001349,2011,0.777
E01001349,2021,1.425
E01001346,2011,1.209
E01001346,2021,1.31
E01001348,2011,1.295
E01001348,2021,1.367
E01001324,2011,1.356
E01001324,2021,1.408
E01001330,2011,1.386
E01001330,2021,1.443
E01001325,2011,1.285
E01001325,2021,1.44
E01001328,2011,1.213
E01001328,2021,1.445
E01001331,2011,1.17
E01001331,2021,1.477
E01001262,2011,1.366
E01001262,2021,1.417
E01001264,2011,0.892
E01001264,2021,1.4
E01032744,2011,0.828
E01032744,2021,1.316
E01001277,2011,1.055
E01001277,2021,1.227
E01001280,2011,1.419
E01001280,2021,1.323
E01001260,2011,0.845
E01001260,2021,1.329
E01001268,2011,1.151
E01001268,2021,1.293
E01001211,2011,1.048
E01001211,2021,1.097
E01001281,2011,0.982
E01001281,2021,0.989
E01001259,2011,0.84
E01001259,2021,1.325
E01001292,2011,0.972
E01001292,2021,1.359
E01001196,2011,1.168
E01001196,2021,1.402
E01001246,2011,1.084
E01001246,2021,1.398
E01034026,2011,1.177
E01034026,2021,1.279
E01001210,2011,1.183
E01001210,2021,1.462
E01001283,2011,1.036
E01001283,2021,1.372
E01001286,2011,0.967
E01001286,2021,1.346
E01001294,2011,0.806
E01001294,2021,0.924
E01001296,2011,0.957
E01001296,2021,0.967
E01001298,2011,1.373
E01001298,2021,1.06
E01001205,2011,1.296
E01001205,2021,1.417
E01001207,2011,1.386
E01001207,2021,1.068
E01001212,2011,1.059
E01001212,2021,1.115
E01001226,2011,1.306
E01001226,2021,1.182
E01001228,2011,1.173
E01001228,2021,1.098
E01034029,2011,0.563
E01034029,2021,1.291
E01001197,2011,0.746
E01001197,2021,1.315
E01001199,2011,0.642
E01001199,2021,1.277
E01001288,2011,1.102
E01001288,2021,1.197
E01001290,2011,1.015
E01001290,2021,1.16
E01001214,2011,1.341
E01001214,2021,0.848
E01001216,2011,0.973
E01001216,2021,0.921
E01001240,2011,1.155
E01001240,2021,1.35
E01001242,2011,1.356
E01001242,2021,1.256
E01001244,2011,1.196
E01001244,2021,1.449
E01001200,2011,1.033
E01001200,2021,1.057
E01001202,2011,1.392
E01001202,2021,1.418
E01001351,2011,1.099
E01001351,2021,1.226
E01001360,2011,0.799
E01001360,2021,0.507
E01001363,2011,0.9
E01001363,2021,0.727
E01001365,2011,0.997
E01001365,2021,0.803
E01001234,2011,0.674
E01001234,2021,1.199
E01001352,2011,0.806
E01001352,2021,1.102
E01001249,2011,0.786
E01001249,2021,1.431
E01001255,2011,1.138
E01001255,2021,1.007
E01001388,2011,1.425
E01001388,2021,1.307
E01001219,2011,1.44
E01001219,2021,1.411
E01001334,2011,0.641
E01001334,2021,1.221
E01001338,2011,0.989
E01001338,2021,1.064
E01001340,2011,0.85
E01001340,2021,1.45
E01001252,2011,0.719
E01001252,2021,1.229
E01001254,2011,0.942
E01001254,2021,0.952
E01001230,2011,0.875
E01001230,2021,0.962
E01001233,2011,0.967
E01001233,2021,1.161
E01001386,2011,1.008
E01001386,2021,0.763
E01001382,2011,1.152
E01001382,2021,0.857
E01001385,2011,0.788
E01001385,2021,0.909
E01001353,2011,0.853
E01001353,2021,1.202
E01001356,2011,0.856
E01001356,2021,1.457
E01001358,2011,0.725
E01001358,2021,1.384
E01001377,2011,1.082
E01001377,2021,0.774
E01001381,2011,1.05
E01001381,2021,1.128
E01001299,2011,1.138
E01001299,2021,0.943
E01001306,2011,1.144
E01001306,2021,0.939
E01001335,2011,1.034
E01001335,2021,1.063
E01001369,2011,1.121
E01001369,2021,0.848
E01001301,2011,1.14
E01001301,2021,1.084
E01001304,2011,1.357
E01001304,2021,1.035
E01001376,2011,0.687
E01001376,2021,1.218
E01032572,2011,0.4
E01032572,2021,1.016
E01001223,2011,0.793
E01001223,2021,1.05
E01001275,2011,1.101
E01001275,2021,1.2
E01034030,2011,0.774
E01034030,2021,1.106
E01001236,2011,1.135
E01001236,2021,1.098
E01001373,2011,1.258
E01001373,2021,0.936
E01001372,2011,1.069
E01001372,2021,0.944
E01001371,2011,1.194
E01001371,2021,0.959
E01001368,2011,1.187
E01001368,2021,0.868
E01001446,2011,0.566
E01001446,2021,1.27
E01001552,2011,0.639
E01001552,2021,1.324
E01001545,2011,0.637
E01001545,2021,1.35
E01001548,2011,0.778
E01001548,2021,1.378
E01001445,2011,0.682
E01001445,2021,1.392
E01001448,2011,0.748
E01001448,2021,1.334
E01033148,2011,0.664
E01033148,2021,1.35
E01001408,2011,0.807
E01001408,2021,0.831
E01001412,2011,0.843
E01001412,2021,1.04
E01001414,2011,1.278
E01001414,2021,1.234
E01001409,2011,1.301
E01001409,2021,1.406
E01001516,2011,1.059
E01001516,2021,1.372
E01001439,2011,0.621
E01001439,2021,1.404
E01001517,2011,0.82
E01001517,2021,1.357
E01001550,2011,1.358
E01001550,2021,1.33
E01001434,2011,1.381
E01001434,2021,1.312
E01001436,2011,1.005
E01001436,2021,1.385
E01001469,2011,0.899
E01001469,2021,1.099
E01001540,2011,0.952
E01001540,2021,0.896
E01001542,2011,1.164
E01001542,2021,1.061
E01001539,2011,1.022
E01001539,2021,0.93
E01001544,2011,0.629
E01001544,2021,0.957
E01001468,2011,0.752
E01001468,2021,1.095
E01001472,2011,1.273
E01001472,2021,0.869
E01001415,2011,1.262
E01001415,2021,1.108
E01001418,2011,1.272
E01001418,2021,1.199
E01001440,2011,1.072
E01001440,2021,1.413
E01001505,2011,1.178
E01001505,2021,1.467
E01001508,2011,0.915
E01001508,2021,1.418
E01001416,2011,1.029
E01001416,2021,1.164
E01001473,2011,0.954
E01001473,2021,1.195
E01001437,2011,0.909
E01001437,2021,1.459
E01033926,2011,0.879
E01033926,2021,1.448
E01001406,2011,0.807
E01001406,2021,1.214
E01001512,2011,0.72
E01001512,2021,1.15
E01001401,2011,0.818
E01001401,2021,1.213
E01001484,2011,1.348
E01001484,2021,1.385
E01001514,2011,1.344
E01001514,2021,1.173
E01001451,2011,1.358
E01001451,2021,0.902
E01001453,2011,1.368
E01001453,2021,0.993
E01001476,2011,1.32
E01001476,2021,1.444
E01001481,2011,1.381
E01001481,2021,1.407
E01001503,2011,1.332
E01001503,2021,1.435
E01001522,2011,1.356
E01001522,2021,1.275
E01001524,2011,1.121
E01001524,2021,1.293
E01001419,2011,1.236
E01001419,2021,1.195
E01001421,2011,1.018
E01001421,2021,1.113
E01033927,2011,1.338
E01033927,2021,1.172
E01001398,2011,1.336
E01001398,2021,1.066
E01001400,2011,0.958
E01001400,2021,1.054
E01001403,2011,0.852
E01001403,2021,1.304
E01001456,2011,0.997
E01001456,2021,0.9
E01001567,2011,1.103
E01001567,2021,0.85
E01001569,2011,1.043
E01001569,2021,0.93
E01001482,2011,1.306
E01001482,2021,1.476
E01001489,2011,1.33
E01001489,2021,1.417
E01001459,2011,1.332
E01001459,2021,1.397
E01001462,2011,1.298
E01001462,2021,1.401
E01001488,2011,1.365
E01001488,2021,1.434
E01001485,2011,1.23
E01001485,2021,1.429
E01001492,2011,1.295
E01001492,2021,1.433
E01033151,2011,1.16
E01033151,2021,1.422
E01001493,2011,1.358
E01001493,2021,1.283
E01001496,2011,1.407
E01001496,2021,1.204
E01001423,2011,1.452
E01001423,2021,1.422
E01001428,2011,1.242
E01001428,2021,1.412
E01001464,2011,1.255
E01001464,2021,1.379
E01001531,2011,1.217
E01001531,2021,0.947
E01001533,2011,1.032
E01001533,2021,1.238
E01001495,2011,1.114
E01001495,2021,0.834
E01001563,2011,1.129
E01001563,2021,0.968
E01001566,2011,1.331
E01001566,2021,0.94
E01001426,2011,1.359
E01001426,2021,1.449
E01001429,2011,1.38
E01001429,2021,1.421
E01001463,2011,1.031
E01001463,2021,1.422
E01001466,2011,1.04
E01001466,2021,1.35
E01001497,2011,1.144
E01001497,2021,1.332
E01001392,2011,1.288
E01001392,2021,1.102
E01001529,2011,1.092
E01001529,2021,1.23
E01001534,2011,1.091
E01001534,2021,1.154
E01001432,2011,1.111
E01001432,2021,1.442
E01001557,2011,1.064
E01001557,2021,1.437
E01001559,2011,1.247
E01001559,2021,1.415
E01001395,2011,1.141
E01001395,2021,1.325
E01001500,2011,1.317
E01001500,2021,1.15
E01001560,2011,1.324
E01001560,2021,1.453
E01001391,2011,1.258
E01001391,2021,1.057
E01001396,2011,1.259
E01001396,2021,1.125
E01001527,2011,1.27
E01001527,2021,1.102
E01001553,2011,1.305
E01001553,2021,1.382
E01001562,2011,1.311
E01001562,2021,1.434
E01001690,2011,1.281
E01001690,2021,1.12
E01001693,2011,1.323
E01001693,2021,1.105
E01001687,2011,1.194
E01001687,2021,1.232
E01033739,2011,1.091
E01033739,2021,1.222
E01033741,2011,1.123
E01033741,2021,1.354
E01033745,2011,1.236
E01033745,2021,1.222
E01001576,2011,1.236
E01001576,2021,1.168
E01001578,2011,1.289
E01001578,2021,1.183
E01001705,2011,1.339
E01001705,2021,1.342
E01001710,2011,1.215
E01001710,2021,1.297
E01001672,2011,1.008
E01001672,2021,1.4
E01001674,2011,1.219
E01001674,2021,1.399
E01001677,2011,0.884
E01001677,2021,1.403
E01001632,2011,1.215
E01001632,2021,1.38
E01001636,2011,1.153
E01001636,2021,1.403
E01033744,2011,1.295
E01033744,2021,1.308
E01001572,2011,0.645
E01001572,2021,1.225
E01001574,2011,0.689
E01001574,2021,1.269
E01001633,2011,1.169
E01001633,2021,1.394
E01001637,2011,1.034
E01001637,2021,1.31
E01001696,2011,1.015
E01001696,2021,1.412
E01001700,2011,0.878
E01001700,2021,1.444
E01001704,2011,0.858
E01001704,2021,1.272
E01001589,2011,0.946
E01001589,2021,1.213
E01001595,2011,0.593
E01001595,2021,1.342
E01001592,2011,0.568
E01001592,2021,1.042
E01001594,2011,1.028
E01001594,2021,1.267
E01001699,2011,1.029
E01001699,2021,1.236
E01001702,2011,0.464
E01001702,2021,1.325
E01001585,2011,0.558
E01001585,2021,0.836
E01001587,2011,0.878
E01001587,2021,0.83
E01001683,2011,0.865
E01001683,2021,1.232
E01001685,2011,0.721
E01001685,2021,1.194
E01001650,2011,0.455
E01001650,2021,1.297
E01001652,2011,0.572
E01001652,2021,1.039
E01001680,2011,0.407
E01001680,2021,0.936
E01001682,2011,0.533
E01001682,2021,1.097
E01001580,2011,0.873
E01001580,2021,0.765
E01001583,2011,1.009
E01001583,2021,0.733
E01001645,2011,0.555
E01001645,2021,1.207
E01001648,2011,0.82
E01001648,2021,1.227
E01001605,2011,0.772
E01001605,2021,0.675
E01001610,2011,0.653
E01001610,2021,0.696
E01001620,2011,0.729
E01001620,2021,1.034
E01001623,2011,0.566
E01001623,2021,1.15
E01001625,2011,0.972
E01001625,2021,0.994
E01001607,2011,1.069
E01001607,2021,0.719
E01001609,2011,0.752
E01001609,2021,0.812
E01001614,2011,1.101
E01001614,2021,0.583
E01001617,2011,1.222
E01001617,2021,0.704
E01001654,2011,0.893
E01001654,2021,1.133
E01001660,2011,1.204
E01001660,2021,1.245
E01001618,2011,0.855
E01001618,2021,0.868
E01033729,2011,0.986
E01033729,2021,1.053
E01001598,2011,0.747
E01001598,2021,1.072
E01001603,2011,0.915
E01001603,2021,0.928
E01001599,2011,0.903
E01001599,2021,0.897
E01001601,2011,0.915
E01001601,2021,0.79
E01001671,2011,0.753
E01001671,2021,1.183
E01032567,2011,1.127
E01032567,2021,1.232
E01001657,2011,0.692
E01001657,2021,0.882
E01001659,2011,1.355
E01001659,2021,1.308
E01034175,2011,1.402
E01034175,2021,1.215
E01034177,2011,1.088
E01034177,2021,1.301
E01033728,2011,1.149
E01033728,2021,1.092
E01034179,2011,1.166
E01034179,2021,1.276
E01034181,2011,1.16
E01034181,2021,1.093
E01001664,2011,1.15
E01001664,2021,0.96
E01033738,2011,1.111
E01033738,2021,1.208
E01034184,2011,1.207
E01034184,2021,1.177
E01001638,2011,1.001
E01001638,2021,1.266
E01001642,2011,1.207
E01001642,2021,0.665
E01033746,2011,1.282
E01033746,2021,0.809
E01033734,2011,1.237
E01033734,2021,1.245
E01034187,2011,0.89
E01034187,2021,1.317
E01034189,2011,0.951
E01034189,2021,1.278
E01034191,2011,0.824
E01034191,2021,1.189
E01034193,2011,1.212
E01034193,2021,1.35
E01034195,2011,1.376
E01034195,2021,1.375
E01033732,2011,1.364
E01033732,2021,1.283
E01001712,2011,1.278
E01001712,2021,1.34
E01034198,2011,1.239
E01034198,2021,1.306
E01001808,2011,1.185
E01001808,2021,0.867
E01001814,2011,1.052
E01001814,2021,1.124
E01001825,2011,0.938
E01001825,2021,0.694
E01001811,2011,1.205
E01001811,2021,1.402
E01035638,2011,1.302
E01035638,2021,1.353
E01001799,2011,1.383
E01001799,2021,0.88
E01001804,2011,1.277
E01001804,2021,0.903
E01001812,2011,1.174
E01001812,2021,0.981
E01001726,2011,1.195
E01001726,2021,1.403
E01001824,2011,1.215
E01001824,2021,1.106
E01001723,2011,1.276
E01001723,2021,1.14
E01001727,2011,1.342
E01001727,2021,1.185
E01001769,2011,1.271
E01001769,2021,1.29
E01001716,2011,1.285
E01001716,2021,1.401
E01001718,2011,1.292
E01001718,2021,0.971
E01001720,2011,1.23
E01001720,2021,0.942
E01001801,2011,1.107
E01001801,2021,1.068
E01001806,2011,1.311
E01001806,2021,1.156
E01001805,2011,1.323
E01001805,2021,1.205
E01001831,2011,1.379
E01001831,2021,1.162
E01001764,2011,1.16
E01001764,2021,1.421
E01001767,2011,1.144
E01001767,2021,1.299
E01033703,2011,1.008
E01033703,2021,1.347
E01001792,2011,1.184
E01001792,2021,1.356
E01001794,2011,0.889
E01001794,2021,1.211
E01001796,2011,1.233
E01001796,2021,1.2
E01001737,2011,1.253
E01001737,2021,1.119
E01001739,2011,1.261
E01001739,2021,0.925
E01001787,2011,1.091
E01001787,2021,1.338
E01001790,2011,0.838
E01001790,2021,1.273
E01001747,2011,1.332
E01001747,2021,1.199
E01001833,2011,1.03
E01001833,2021,1.31
E01001835,2011,1.34
E01001835,2021,1.102
E01001785,2011,1.374
E01001785,2021,1.267
E01001791,2011,1.225
E01001791,2021,1.367
E01001746,2011,1.127
E01001746,2021,1.434
E01001758,2011,1.208
E01001758,2021,1.42
E01001761,2011,1.32
E01001761,2021,1.318
E01001734,2011,1.32
E01001734,2021,1.266
E01001762,2011,1.115
E01001762,2021,1.164
E01001847,2011,1.223
E01001847,2021,1.251
E01001849,2011,1.271
E01001849,2021,1.305
E01001730,2011,0.88
E01001730,2021,1.394
E01001735,2011,1.132
E01001735,2021,1.203
E01001850,2011,1.337
E01001850,2021,1.348
E01001763,2011,1.375
E01001763,2021,1.215
E01001819,2011,1.322
E01001819,2021,1.191
E01035641,2011,1.387
E01035641,2021,1.248
E01001840,2011,1.227
E01001840,2021,1.369
E01001844,2011,1.452
E01001844,2021,1.124
E01001837,2011,1.29
E01001837,2021,0.984
E01001842,2011,1.373
E01001842,2021,1.297
E01033704,2011,1.392
E01033704,2021,1.095
E01001772,2011,1.089
E01001772,2021,1.419
E01001775,2011,1.072
E01001775,2021,1.356
E01001820,2011,1.334
E01001820,2021,1.355
E01001753,2011,1.096
E01001753,2021,1.427
E01001773,2011,1.235
E01001773,2021,1.296
E01035642,2011,1.132
E01035642,2021,1.232
E01035644,2011,1.278
E01035644,2021,1.183
E01001781,2011,0.881
E01001781,2021,1.325
E01035646,2011,0.942
E01035646,2021,1.255
E01035648,2011,0.986
E01035648,2021,1.418
E01001798,2011,1.203
E01001798,2021,1.377
E01033702,2011,0.635
E01033702,2021,1.304
E01033710,2011,1.025
E01033710,2021,1.267
E01001728,2011,0.822
E01001728,2021,1.159
E01001827,2011,0.66
E01001827,2021,1.366
E01033700,2011,1.114
E01033700,2021,1.161
E01001744,2011,1.033
E01001744,2021,1.26
E01035650,2011,1.215
E01035650,2021,1.413
E01001784,2011,0.957
E01001784,2021,1.348
E01033711,2011,1.23
E01033711,2021,1.177
E01001777,2011,1.126
E01001777,2021,1.351
E01033708,2011,1.077
E01033708,2021,1.123
E01001876,2011,1.056
E01001876,2021,1.475
E01001878,2011,1.197
E01001878,2021,1.377
E01035485,2011,0.837
E01035485,2021,1.416
E01001957,2011,0.626
E01001957,2021,1.373
E01001961,2011,1.375
E01001961,2021,1.427
E01001956,2011,0.967
E01001956,2021,1.219
E01001960,2011,1.373
E01001960,2021,1.18
E01001944,2011,1.037
E01001944,2021,1.421
E01001946,2011,1.088
E01001946,2021,1.232
E01001940,2011,0.75
E01001940,2021,1.297
E01001942,2011,1.006
E01001942,2021,1.176
E01001860,2011,0.751
E01001860,2021,1.342
E01001863,2011,0.656
E01001863,2021,0.971
E01001852,2011,0.689
E01001852,2021,1.071
E01001854,2011,0.668
E01001854,2021,1.154
E01001859,2011,1.092
E01001859,2021,1.277
E01001927,2011,0.673
E01001927,2021,0.671
E01001895,2011,0.853
E01001895,2021,1.04
E01001897,2011,1.293
E01001897,2021,0.93
E01001851,2011,0.49
E01001851,2021,0.828
E01001856,2011,0.779
E01001856,2021,1.18
E01001873,2011,0.635
E01001873,2021,1.171
E01001931,2011,0.698
E01001931,2021,1.122
E01001933,2011,0.809
E01001933,2021,1.02
E01001867,2011,0.995
E01001867,2021,1.302
E01001870,2011,1.251
E01001870,2021,1.23
E01001872,2011,0.431
E01001872,2021,1.082
E01001894,2011,0.779
E01001894,2021,1.219
E01001899,2011,1.058
E01001899,2021,1.3
E01001889,2011,1.078
E01001889,2021,1.016
E01001913,2011,1.304
E01001913,2021,0.825
E01001885,2011,1.064
E01001885,2021,1.436
E01001909,2011,1.308
E01001909,2021,1.109
E01001912,2011,1.242
E01001912,2021,1.475
E01001887,2011,1.29
E01001887,2021,1.212
E01001892,2011,1.095
E01001892,2021,1.244
E01001881,2011,1.246
E01001881,2021,0.949
E01001883,2011,1.371
E01001883,2021,1.06
E01001888,2011,1.308
E01001888,2021,0.894
E01001917,2011,1.346
E01001917,2021,0.817
E01001919,2011,1.171
E01001919,2021,0.689
E01001901,2011,1.152
E01001901,2021,0.755
E01001903,2011,1.33
E01001903,2021,1.047
E01001921,2011,1.288
E01001921,2021,0.87
E01001923,2011,0.862
E01001923,2021,0.972
E01001947,2011,0.683
E01001947,2021,1.369
E01001949,2011,1.226
E01001949,2021,0.699
E01001951,2011,1.285
E01001951,2021,0.908
E01001904,2011,1.303
E01001904,2021,0.731
E01001906,2011,1.378
E01001906,2021,0.791
E01001935,2011,1.309
E01001935,2021,0.922
E01032789,2011,1.364
E01032789,2021,1.417
E01035486,2011,1.274
E01035486,2021,1.276
E01001915,2011,1.19
E01001915,2021,0.656
E01001926,2011,0.794
E01001926,2021,0.734
E01001925,2011,0.674
E01001925,2021,0.761
E01001937,2011,1.35
E01001937,2021,0.806
E01001969,2011,1.344
E01001969,2021,1.131
E01001974,2011,1.284
E01001974,2021,0.996
E01002036,2011,1.158
E01002036,2021,1.401
E01002039,2011,0.596
E01002039,2021,1.392
E01001962,2011,1.064
E01001962,2021,1.124
E01001972,2011,1.362
E01001972,2021,1.233
E01002090,2011,1.257
E01002090,2021,1.405
E01002096,2011,1.164
E01002096,2021,1.397
E01002091,2011,1.226
E01002091,2021,1.363
E01002094,2011,1.066
E01002094,2021,1.426
E01002098,2011,1.138
E01002098,2021,1.1
E01002102,2011,0.829
E01002102,2021,1.26
E01002099,2011,0.614
E01002099,2021,1.376
E01002103,2011,0.676
E01002103,2021,1.232
E01001963,2011,0.6
E01001963,2021,0.826
E01001965,2011,1.025
E01001965,2021,0.818
E01002027,2011,1.227
E01002027,2021,1.336
E01002032,2011,1.28
E01002032,2021,1.313
E01001976,2011,1.284
E01001976,2021,1.383
E01001978,2011,1.363
E01001978,2021,1.401
E01002074,2011,1.37
E01002074,2021,1.354
E01002079,2011,1.27
E01002079,2021,1.382
E01002082,2011,1.242
E01002082,2021,1.354
E01002088,2011,1.175
E01002088,2021,1.294
E01001967,2011,1.096
E01001967,2021,0.765
E01001996,2011,0.996
E01001996,2021,0.778
E01002075,2011,0.92
E01002075,2021,1.361
E01002078,2011,1.036
E01002078,2021,1.368
E01033944,2011,1.026
E01033944,2021,1.48
E01002029,2011,0.864
E01002029,2021,1.373
E01002031,2011,0.849
E01002031,2021,1.258
E01001992,2011,1.012
E01001992,2021,0.704
E01001995,2011,1.097
E01001995,2021,1.292
E01001981,2011,1.32
E01001981,2021,1.293
E01001983,2011,1.175
E01001983,2021,1.326
E01002084,2011,0.806
E01002084,2021,1.267
E01002087,2011,0.636
E01002087,2021,1.194
E01002015,2011,0.73
E01002015,2021,1.195
E01033086,2011,0.773
E01033086,2021,1.348
E01033946,2011,0.737
E01033946,2021,1.099
E01002022,2011,0.641
E01002022,2021,0.798
E01002025,2011,0.761
E01002025,2021,0.758
E01002019,2011,1.108
E01002019,2021,0.713
E01002024,2011,1.304
E01002024,2021,0.868
E01001999,2011,1.271
E01001999,2021,1.127
E01002004,2011,0.978
E01002004,2021,1.098
E01002069,2011,0.765
E01002069,2021,1.359
E01002073,2011,1.081
E01002073,2021,1.371
E01002068,2011,1.011
E01002068,2021,1.34
E01002072,2011,1.192
E01002072,2021,1.403
E01002045,2011,1.19
E01002045,2021,1.404
E01002049,2011,1.028
E01002049,2021,1.366
E01002044,2011,0.936
E01002044,2021,1.248
E01002048,2011,0.89
E01002048,2021,1.287
E01002017,2011,1.099
E01002017,2021,0.94
E01002060,2011,1.238
E01002060,2021,0.794
E01002051,2011,1.292
E01002051,2021,1.375
E01002055,2011,1.03
E01002055,2021,0.921
E01002008,2011,0.907
E01002008,2021,0.791
E01002011,2011,1.337
E01002011,2021,1.071
E01002001,2011,1.155
E01002001,2021,1.025
E01002058,2011,1.17
E01002058,2021,1.251
E01002054,2011,1.011
E01002054,2021,1.373
E01002057,2011,1.163
E01002057,2021,1.274
E01001985,2011,1.057
E01001985,2021,0.74
E01001989,2011,0.921
E01001989,2021,0.849
E01001988,2011,1.122
E01001988,2021,0.85
E01002062,2011,1.02
E01002062,2021,0.961
E01002006,2011,1.236
E01002006,2021,0.882
E01002009,2011,1.309
E01002009,2021,0.711
E01002063,2011,1.304
E01002063,2021,0.975
E01002065,2011,0.951
E01002065,2021,0.993
E01002038,2011,0.921
E01002038,2021,1.428
E01032575,2011,1.323
E01032575,2021,1.328
E01021855,2011,1.223
E01021855,2021,0.451
E01034362,2011,1.256
E01034362,2021,0.683
E01034364,2011,1.027
E01034364,2021,0.852
E01021844,2011,1.155
E01021844,2021,0.646
E01021846,2011,0.887
E01021846,2021,0.648
E01021848,2011,0.998
E01021848,2021,0.638
E01021850,2011,0.902
E01021850,2021,0.677
E01021852,2011,1.201
E01021852,2021,0.62
E01021839,2011,1.044
E01021839,2021,0.956
E01021841,2011,1.17
E01021841,2021,0.681
E01021843,2011,1.172
E01021843,2021,0.833
E01021825,2011,1.152
E01021825,2021,0.614
E01021827,2011,1.142
E01021827,2021,0.597
E01021819,2011,1.194
E01021819,2021,0.64
E01021822,2011,1.02
E01021822,2021,0.562
E01021870,2011,0.955
E01021870,2021,0.585
E01021868,2011,1.169
E01021868,2021,0.546
E01021871,2011,1.221
E01021871,2021,0.591
E01034367,2011,1.22
E01034367,2021,0.936
E01021834,2011,1.142
E01021834,2021,0.509
E01021836,2011,0.98
E01021836,2021,0.633
E01021829,2011,1.107
E01021829,2021,0.637
E01021832,2011,1.359
E01021832,2021,0.536
E01021865,2011,1.239
E01021865,2021,0.581
E01021858,2011,1.284
E01021858,2021,0.766
E01021860,2011,1.02
E01021860,2021,0.615
E01021862,2011,1.128
E01021862,2021,0.748
E01021864,2011,1.202
E01021864,2021,0.868
E01021867,2011,1.218
E01021867,2021,0.394
E01002278,2011,1.237
E01002278,2021,0.785
E01002313,2011,1.183
E01002313,2021,0.928
E01002279,2011,1.252
E01002279,2021,0.778
E01002283,2011,1.3
E01002283,2021,0.882
E01002301,2011,1.05
E01002301,2021,0.79
E01002304,2011,1.023
E01002304,2021,0.686
E01002307,2011,1.147
E01002307,2021,0.778
E01002282,2011,1.183
E01002282,2021,1.037
E01002297,2011,0.914
E01002297,2021,0.838
E01002316,2011,1.056
E01002316,2021,0.987
E01002305,2011,1.021
E01002305,2021,0.862
E01002326,2011,0.423
E01002326,2021,0.892
E01002309,2011,0.56
E01002309,2021,1.072
E01002311,2011,0.462
E01002311,2021,0.876
E01002294,2011,0.57
E01002294,2021,0.511
E01002298,2011,0.444
E01002298,2021,0.694
E01033784,2011,0.362
E01033784,2021,0.756
E01002333,2011,0.435
E01002333,2021,0.607
E01002336,2011,0.575
E01002336,2021,0.869
E01002341,2011,0.57
E01002341,2021,0.703
E01002328,2011,0.728
E01002328,2021,0.928
E01002335,2011,0.509
E01002335,2021,0.731
E01002340,2011,0.45
E01002340,2021,0.956
E01002269,2011,0.665
E01002269,2021,0.745
E01002377,2011,0.618
E01002377,2021,0.888
E01002383,2011,0.466
E01002383,2021,0.815
E01002245,2011,0.375
E01002245,2021,1.008
E01002329,2011,0.446
E01002329,2021,1.02
E01002337,2011,0.375
E01002337,2021,0.749
E01002376,2011,0.411
E01002376,2021,0.736
E01002380,2011,0.479
E01002380,2021,0.919
E01002243,2011,0.381
E01002243,2021,1.059
E01002356,2011,0.538
E01002356,2021,1.141
E01032742,2011,0.567
E01032742,2021,0.915
E01002274,2011,0.382
E01002274,2021,0.59
E01002318,2011,0.358
E01002318,2021,0.49
E01002382,2011,0.672
E01002382,2021,0.76
E01002271,2011,0.334
E01002271,2021,1.116
E01002275,2011,0.627
E01002275,2021,0.827
E01002350,2011,0.424
E01002350,2021,1.066
