GSSCode,year,diversity
E01003430,2011,0.812
E01003430,2021,1.28
E01003432,2011,0.84
E01003432,2021,1.345
E01003466,2011,0.921
E01003466,2021,0.909
E01003468,2011,1.075
E01003468,2021,0.812
E01003470,2011,1.192
E01003470,2021,1.189
E01003363,2011,1.063
E01003363,2021,0.939
E01003365,2011,1.39
E01003365,2021,0.956
E01003374,2011,1.35
E01003374,2021,1.318
E01003437,2011,1.377
E01003437,2021,1.18
E01003441,2011,1.376
E01003441,2021,1.312
E01003436,2011,0.924
E01003436,2021,1.182
E01003448,2011,1.188
E01003448,2021,1.194
E01003438,2011,1.352
E01003438,2021,1.123
E01003450,2011,1.169
E01003450,2021,1.169
E01003452,2011,1.233
E01003452,2021,1.268
E01003418,2011,1.3
E01003418,2021,0.79
E01003420,2011,1.385
E01003420,2021,0.924
E01003543,2011,1.135
E01003543,2021,1.324
E01003546,2011,1.282
E01003546,2021,1.318
E01003576,2011,1.363
E01003576,2021,1.219
E01003582,2011,1.305
E01003582,2021,1.198
E01003578,2011,1.38
E01003578,2021,1.186
E01003586,2011,1.267
E01003586,2021,1.065
E01003579,2011,1.329
E01003579,2021,1.008
E01003587,2011,1.241
E01003587,2021,1.221
E01003528,2011,1.364
E01003528,2021,1.093
E01003577,2011,1.323
E01003577,2021,1.303
E01003545,2011,1.34
E01003545,2021,1.371
E01003549,2011,1.273
E01003549,2021,1.374
E01003547,2011,1.306
E01003547,2021,1.211
E01003561,2011,1.169
E01003561,2021,0.925
E01003556,2011,1.308
E01003556,2021,1.284
E01003570,2011,1.312
E01003570,2021,1.037
E01003572,2011,1.312
E01003572,2021,1.006
E01003553,2011,1.33
E01003553,2021,1.359
E01003559,2011,1.299
E01003559,2021,1.324
E01003530,2011,1.305
E01003530,2021,0.981
E01003532,2011,1.256
E01003532,2021,0.801
E01003533,2011,1.273
E01003533,2021,1.002
E01003563,2011,1.14
E01003563,2021,1.027
E01003589,2011,1.242
E01003589,2021,1.016
E01003618,2011,1.288
E01003618,2021,1.302
E01034199,2011,1.192
E01034199,2021,1.408
E01003562,2011,1.28
E01003562,2021,0.842
E01003565,2011,1.306
E01003565,2021,1.024
E01003625,2011,1.172
E01003625,2021,1.146
E01003627,2011,1.26
E01003627,2021,0.976
E01003629,2011,0.667
E01003629,2021,0.951
E01003596,2011,0.721
E01003596,2021,1.334
E01003635,2011,0.903
E01003635,2021,1.305
E01003569,2011,0.869
E01003569,2021,0.792
E01003574,2011,0.929
E01003574,2021,1.073
E01003521,2011,1.13
E01003521,2021,1.037
E01003525,2011,0.918
E01003525,2021,1.002
E01003488,2011,1.046
E01003488,2021,1.381
E01003490,2011,1.16
E01003490,2021,1.088
E01003631,2011,0.861
E01003631,2021,1.38
E01003633,2011,1.035
E01003633,2021,1.412
E01003636,2011,0.87
E01003636,2021,1.468
E01003600,2011,1.103
E01003600,2021,1.339
E01003637,2011,0.981
E01003637,2021,1.344
E01003592,2011,0.818
E01003592,2021,1.302
E01034201,2011,0.849
E01034201,2021,1.229
E01003535,2011,1.04
E01003535,2021,1.377
E01003621,2011,0.942
E01003621,2021,1.164
E01003623,2011,1.246
E01003623,2021,1.191
E01003527,2011,1.1
E01003527,2021,1.231
E01003542,2011,1.175
E01003542,2021,1.289
E01003492,2011,0.861
E01003492,2021,1.135
E01003495,2011,0.915
E01003495,2021,1.247
E01034204,2011,1.074
E01034204,2021,1.162
E01003595,2011,1.14
E01003595,2021,1.362
E01003607,2011,1.128
E01003607,2021,1.437
E01003498,2011,1.111
E01003498,2021,1.442
E01003593,2011,1.181
E01003593,2021,1.363
E01003603,2011,1.168
E01003603,2021,1.373
E01003608,2011,0.823
E01003608,2021,1.359
E01003539,2011,0.946
E01003539,2021,1.31
E01003541,2011,0.87
E01003541,2021,1.286
E01003501,2011,0.944
E01003501,2021,1.401
E01003503,2011,1.107
E01003503,2021,1.364
E01003508,2011,1.116
E01003508,2021,1.35
E01003604,2011,1.078
E01003604,2021,1.4
E01003484,2011,1.166
E01003484,2021,1.197
E01003518,2011,0.928
E01003518,2021,1.274
E01003480,2011,0.973
E01003480,2021,1.244
E01003487,2011,1.293
E01003487,2021,1.401
E01034206,2011,1.243
E01034206,2021,1.458
E01003497,2011,1.325
E01003497,2021,1.323
E01033584,2011,1.279
E01033584,2021,1.381
E01034209,2011,1.023
E01034209,2021,1.306
E01034211,2011,1.186
E01034211,2021,1.225
E01003479,2011,1.273
E01003479,2021,1.162
E01003485,2011,1.14
E01003485,2021,1.267
E01003511,2011,0.994
E01003511,2021,1.371
E01003514,2011,1.234
E01003514,2021,1.301
E01003517,2011,1.073
E01003517,2021,1.346
E01034214,2011,1.115
E01034214,2021,1.3
E01034216,2011,0.877
E01034216,2021,1.324
E01003615,2011,1.045
E01003615,2021,1.334
E01034219,2011,0.881
E01034219,2021,1.352
E01034221,2011,1.092
E01034221,2021,1.315
E01034223,2011,1.027
E01034223,2021,1.355
E01033586,2011,0.995
E01033586,2021,1.386
E01033582,2011,1.072
E01033582,2021,1.213
E01034224,2011,1.025
E01034224,2021,1.367
E01034225,2011,1.049
E01034225,2021,1.355
E01034227,2011,1.222
E01034227,2021,1.388
E01034229,2011,1.078
E01034229,2021,1.337
E01034231,2011,1.103
E01034231,2021,1.268
E01003745,2011,1.117
E01003745,2021,1.028
E01003747,2011,1.071
E01003747,2021,0.975
E01003749,2011,0.92
E01003749,2021,1.045
E01003720,2011,1.065
E01003720,2021,1.116
E01003723,2011,1.105
E01003723,2021,1.121
E01003721,2011,1.098
E01003721,2021,1.242
E01003725,2011,1.114
E01003725,2021,1.07
E01003654,2011,1.14
E01003654,2021,1.213
E01003658,2011,1.107
E01003658,2021,1.259
E01003656,2011,1.058
E01003656,2021,1.019
E01003659,2011,1.062
E01003659,2021,1.169
E01003699,2011,0.867
E01003699,2021,1.064
E01003701,2011,1.079
E01003701,2021,1.216
E01003703,2011,0.913
E01003703,2021,1.201
E01003668,2011,1.002
E01003668,2021,0.952
E01003670,2011,0.93
E01003670,2021,1.078
E01003672,2011,1.069
E01003672,2021,1.206
E01003674,2011,0.39
E01003674,2021,1.165
E01003708,2011,0.399
E01003708,2021,1.41
E01003710,2011,0.64
E01003710,2021,1.052
E01003760,2011,0.798
E01003760,2021,1.229
E01003762,2011,0.55
E01003762,2021,1.093
E01003764,2011,0.381
E01003764,2021,1.046
E01003705,2011,0.617
E01003705,2021,1.192
E01003711,2011,0.522
E01003711,2021,1.234
E01003646,2011,0.667
E01003646,2021,1.1
E01003649,2011,0.504
E01003649,2021,1.006
E01003639,2011,0.577
E01003639,2021,1.152
E01003641,2011,0.77
E01003641,2021,1.14
E01003774,2011,0.677
E01003774,2021,0.955
E01003776,2011,0.637
E01003776,2021,1.056
E01003778,2011,0.437
E01003778,2021,0.97
E01003780,2011,0.357
E01003780,2021,1.082
E01003650,2011,0.533
E01003650,2021,1.127
E01003653,2011,0.666
E01003653,2021,1.113
E01003643,2011,0.366
E01003643,2021,1.12
E01003645,2011,0.559
E01003645,2021,1.145
E01003794,2011,0.591
E01003794,2021,1.035
E01003796,2011,0.406
E01003796,2021,1.11
E01003753,2011,0.515
E01003753,2021,1.048
E01003757,2011,0.429
E01003757,2021,1.165
E01003770,2011,0.699
E01003770,2021,1.164
E01003773,2011,0.921
E01003773,2021,1.099
E01003755,2011,0.723
E01003755,2021,0.982
E01034480,2011,0.53
E01034480,2021,1.249
E01003766,2011,0.588
E01003766,2021,1.028
E01003768,2011,0.347
E01003768,2021,1.101
E01003781,2011,0.667
E01003781,2021,1.171
E01003786,2011,1.073
E01003786,2021,1.109
E01003790,2011,0.941
E01003790,2021,1.142
E01003792,2011,0.729
E01003792,2021,0.97
E01003783,2011,0.369
E01003783,2021,1.18
E01003785,2011,0.518
E01003785,2021,1.065
E01003737,2011,0.553
E01003737,2021,0.761
E01003739,2011,0.534
E01003739,2021,1.011
E01003741,2011,0.773
E01003741,2021,1.214
E01003743,2011,0.435
E01003743,2021,1.045
E01003730,2011,0.436
E01003730,2021,0.953
E01003733,2011,0.766
E01003733,2021,0.967
E01034483,2011,0.603
E01034483,2021,1.347
E01003731,2011,0.491
E01003731,2021,1.037
E01003735,2011,0.339
E01003735,2021,1.314
E01003713,2011,0.351
E01003713,2021,1.074
E01003715,2011,0.61
E01003715,2021,1.027
E01003718,2011,0.719
E01003718,2021,1.118
E01032581,2011,0.689
E01032581,2021,1.366
E01003691,2011,0.601
E01003691,2021,1.092
E01003693,2011,0.31
E01003693,2021,0.929
E01003695,2011,0.304
E01003695,2021,1.133
E01003697,2011,0.332
E01003697,2021,0.988
E01003676,2011,0.467
E01003676,2021,0.89
E01003678,2011,0.583
E01003678,2021,1.055
E01003680,2011,0.529
E01003680,2021,0.975
E01003682,2011,0.447
E01003682,2021,0.932
E01003664,2011,0.437
E01003664,2021,1.263
E01033592,2011,1.025
E01033592,2021,1.264
E01003661,2011,0.891
E01003661,2021,1.239
E01003662,2011,0.954
E01003662,2021,1.286
E01033589,2011,1.054
E01033589,2021,0.958
E01003686,2011,1.213
E01003686,2021,0.886
E01003683,2011,1.159
E01003683,2021,1.079
E01003684,2011,0.58
E01003684,2021,1.013
E01003798,2011,1.006
E01003798,2021,0.555
E01003800,2011,0.724
E01003800,2021,0.773
E01003802,2011,1.135
E01003802,2021,0.924
E01003846,2011,1.044
E01003846,2021,0.702
E01003849,2011,1.252
E01003849,2021,0.685
E01003860,2011,1.095
E01003860,2021,0.611
E01003852,2011,1.152
E01003852,2021,0.738
E01003854,2011,0.978
E01003854,2021,0.548
E01003856,2011,1.146
E01003856,2021,0.64
E01003858,2011,1.244
E01003858,2021,0.402
E01003861,2011,0.988
E01003861,2021,0.872
E01003863,2011,0.934
E01003863,2021,0.813
E01033570,2011,0.965
E01033570,2021,1.142
E01003804,2011,1.379
E01003804,2021,0.711
E01003808,2011,1.08
E01003808,2021,0.555
E01003859,2011,1.274
E01003859,2021,0.666
E01003874,2011,0.744
E01003874,2021,0.692
E01003878,2011,1.087
E01003878,2021,0.786
E01003868,2011,1.144
E01003868,2021,0.503
E01003872,2011,1.242
E01003872,2021,0.693
E01003876,2011,1.159
E01003876,2021,0.716
E01003879,2011,1.302
E01003879,2021,0.729
E01003893,2011,1.252
E01003893,2021,0.568
E01003895,2011,1.226
E01003895,2021,0.649
E01003906,2011,0.961
E01003906,2021,0.763
E01003908,2011,1.144
E01003908,2021,0.919
E01003867,2011,1.304
E01003867,2021,0.926
E01003870,2011,1.286
E01003870,2021,0.709
E01003805,2011,1.262
E01003805,2021,0.493
E01003816,2011,1.264
E01003816,2021,0.669
E01003840,2011,1.22
E01003840,2021,1.123
E01003842,2011,1.202
E01003842,2021,0.945
E01003844,2011,1.187
E01003844,2021,0.838
E01003882,2011,1.219
E01003882,2021,0.555
E01003896,2011,1.27
E01003896,2021,0.651
E01003898,2011,1.229
E01003898,2021,0.586
E01003900,2011,1.154
E01003900,2021,0.813
E01003902,2011,1.246
E01003902,2021,0.818
E01003904,2011,1.142
E01003904,2021,0.703
E01003881,2011,1.261
E01003881,2021,0.625
E01003885,2011,1.218
E01003885,2021,0.575
E01003819,2011,1.247
E01003819,2021,0.855
E01003811,2011,1.277
E01003811,2021,0.56
E01003890,2011,1.251
E01003890,2021,0.598
E01003810,2011,1.233
E01003810,2021,0.553
E01003814,2011,1.26
E01003814,2021,0.618
E01003828,2011,1.243
E01003828,2021,0.642
E01003830,2011,1.185
E01003830,2021,0.832
E01003832,2011,1.161
E01003832,2021,0.917
E01003886,2011,1.088
E01003886,2021,0.547
E01003888,2011,0.889
E01003888,2021,0.62
E01003834,2011,1.069
E01003834,2021,0.641
E01003836,2011,1.056
E01003836,2021,0.579
E01003838,2011,1.217
E01003838,2021,0.63
E01003822,2011,1.181
E01003822,2021,0.611
E01003824,2011,1.211
E01003824,2021,0.561
E01003826,2011,1.167
E01003826,2021,0.71
E01004029,2011,1.111
E01004029,2021,1.17
E01004053,2011,0.862
E01004053,2021,0.969
E01004055,2011,0.997
E01004055,2021,1.092
E01003934,2011,0.836
E01003934,2021,1.139
E01003939,2011,1.019
E01003939,2021,1.358
E01033868,2011,0.816
E01033868,2021,1.129
E01004023,2011,0.871
E01004023,2021,1.105
E01033869,2011,0.85
E01033869,2021,1.235
E01033871,2011,0.721
E01033871,2021,1.16
E01003938,2011,0.777
E01003938,2021,1.405
E01003941,2011,0.747
E01003941,2021,1.241
E01003979,2011,0.913
E01003979,2021,1.18
E01004030,2011,0.868
E01004030,2021,1.023
E01004033,2011,0.805
E01004033,2021,1.296
E01004036,2011,1.066
E01004036,2021,1.329
E01004057,2011,0.928
E01004057,2021,1.171
E01004059,2011,1.179
E01004059,2021,1.053
E01003936,2011,1.187
E01003936,2021,1.02
E01003943,2011,1.21
E01003943,2021,1.458
E01033874,2011,0.841
E01033874,2021,1.175
E01004037,2011,0.979
E01004037,2021,1.302
E01004042,2011,1.025
E01004042,2021,1.111
E01003986,2011,0.767
E01003986,2021,1.291
E01004024,2011,0.902
E01004024,2021,1.243
E01003960,2011,0.697
E01003960,2021,1.209
E01003994,2011,0.699
E01003994,2021,1.317
E01033876,2011,0.476
E01033876,2021,1.162
E01003980,2011,0.809
E01003980,2021,1.309
E01004040,2011,0.868
E01004040,2021,1.374
E01004044,2011,0.607
E01004044,2021,1.282
E01003995,2011,0.871
E01003995,2021,1.262
E01003999,2011,0.452
E01003999,2021,1.263
E01032719,2011,0.716
E01032719,2021,1.42
E01003971,2011,0.841
E01003971,2021,1.3
E01033879,2011,0.781
E01033879,2021,1.287
E01003963,2011,0.648
E01003963,2021,1.385
E01003973,2011,0.602
E01003973,2021,1.286
E01003923,2011,0.66
E01003923,2021,1.281
E01003991,2011,0.727
E01003991,2021,1.436
E01003997,2011,0.726
E01003997,2021,1.327
E01003988,2011,0.578
E01003988,2021,1.346
E01003990,2011,0.819
E01003990,2021,1.239
E01003912,2011,0.665
E01003912,2021,1.334
E01004012,2011,0.632
E01004012,2021,1.385
E01004014,2011,0.81
E01004014,2021,1.203
E01003916,2011,0.675
E01003916,2021,1.336
E01003918,2011,0.783
E01003918,2021,1.239
E01003919,2011,0.778
E01003919,2021,1.323
E01003921,2011,0.84
E01003921,2021,1.334
E01003924,2011,0.701
E01003924,2021,1.38
E01004008,2011,0.713
E01004008,2021,1.272
E01004067,2011,0.747
E01004067,2021,1.394
E01033883,2011,0.703
E01033883,2021,1.227
E01004003,2011,0.691
E01004003,2021,1.312
E01004005,2011,0.669
E01004005,2021,1.288
E01003913,2011,0.541
E01003913,2021,1.229
E01003915,2011,0.548
E01003915,2021,1.259
E01004052,2011,0.731
E01004052,2021,0.975
E01004062,2011,0.541
E01004062,2021,1.237
E01004065,2011,0.631
E01004065,2021,0.932
E01004000,2011,0.723
E01004000,2021,1.208
E01004019,2011,0.862
E01004019,2021,1.217
E01004068,2011,0.869
E01004068,2021,1.17
E01004047,2011,0.893
E01004047,2021,1.369
E01004049,2011,0.9
E01004049,2021,1.31
E01003953,2011,0.994
E01003953,2021,0.898
E01004015,2011,0.949
E01004015,2021,0.852
E01004046,2011,0.519
E01004046,2021,0.983
E01004016,2011,0.768
E01004016,2021,0.936
E01004020,2011,0.791
E01004020,2021,1.266
E01003954,2011,0.857
E01003954,2021,0.877
E01004071,2011,0.788
E01004071,2021,1.11
E01004069,2011,0.526
E01004069,2021,0.741
E01004073,2011,0.624
E01004073,2021,0.759
E01004075,2011,0.645
E01004075,2021,0.665
E01003950,2011,0.881
E01003950,2021,1.319
E01003958,2011,0.664
E01003958,2021,0.999
E01003945,2011,0.645
E01003945,2021,1.095
E01003947,2011,0.742
E01003947,2021,1.254
E01003951,2011,1.185
E01003951,2021,1.1
E01003932,2011,1.145
E01003932,2021,1.4
E01032583,2011,1.186
E01032583,2021,1.313
E01033884,2011,1.062
E01033884,2021,1.224
E01032834,2011,0.823
E01032834,2021,0.721
E01032637,2011,0.891
E01032637,2021,0.839
E01032646,2011,0.864
E01032646,2021,1.095
E01003976,2011,1.136
E01003976,2021,1.24
E01004183,2011,1.06
E01004183,2021,1.043
E01004185,2011,1.023
E01004185,2021,1.177
E01004123,2011,1.115
E01004123,2021,1.17
E01004126,2011,1.144
E01004126,2021,1.002
E01004129,2011,0.771
E01004129,2021,1.106
E01004131,2011,1.293
E01004131,2021,0.975
E01004135,2011,1.165
E01004135,2021,0.931
E01004164,2011,0.982
E01004164,2021,0.702
E01004169,2011,1.049
E01004169,2021,1.059
E01034153,2011,1.158
E01034153,2021,1.087
E01004127,2011,1.151
E01004127,2021,1.006
E01004165,2011,1.059
E01004165,2021,0.956
E01004187,2011,1.1
E01004187,2021,0.904
E01004121,2011,0.939
E01004121,2021,0.885
E01004193,2011,1.087
E01004193,2021,0.999
E01004144,2011,0.994
E01004144,2021,1.02
E01004146,2011,1.017
E01004146,2021,0.99
E01004116,2011,1.156
E01004116,2021,0.788
E01004190,2011,1.191
E01004190,2021,0.73
E01004194,2011,0.916
E01004194,2021,0.874
E01004115,2011,1.072
E01004115,2021,0.915
E01004119,2011,1.157
E01004119,2021,0.782
E01004133,2011,1.088
E01004133,2021,0.928
E01004172,2011,1.027
E01004172,2021,1.098
E01004175,2011,0.933
E01004175,2021,0.701
E01004076,2011,1.091
E01004076,2021,1.082
E01004078,2011,1.051
E01004078,2021,0.978
E01004080,2011,1.136
E01004080,2021,1.153
E01004082,2011,1.151
E01004082,2021,1.189
E01004140,2011,0.93
E01004140,2021,1.197
E01004149,2011,1.117
E01004149,2021,0.925
E01034156,2011,1.199
E01034156,2021,1.15
E01004103,2011,1.123
E01004103,2021,0.912
E01004139,2011,1.051
E01004139,2021,0.954
E01004143,2011,1.18
E01004143,2021,0.963
E01004159,2011,1.157
E01004159,2021,0.852
E01004161,2011,0.859
E01004161,2021,0.887
E01004098,2011,1.029
E01004098,2021,0.676
E01004100,2011,0.957
E01004100,2021,0.81
E01004110,2011,1.107
E01004110,2021,0.861
E01004112,2011,1.096
E01004112,2021,0.756
E01004157,2011,0.938
E01004157,2021,0.903
E01004170,2011,0.999
E01004170,2021,1.048
E01004178,2011,1.194
E01004178,2021,1.095
E01004152,2011,1.126
E01004152,2021,1.096
E01004156,2011,0.929
E01004156,2021,1.109
E01004162,2011,0.965
E01004162,2021,1.159
E01004086,2011,0.856
E01004086,2021,1.254
E01004089,2011,0.943
E01004089,2021,1.178
E01004104,2011,0.784
E01004104,2021,0.705
E01004177,2011,0.79
E01004177,2021,0.991
E01004181,2011,1.157
E01004181,2021,1.074
E01004096,2011,1.165
E01004096,2021,1.017
E01004151,2011,1.218
E01004151,2021,1.035
E01004091,2011,0.981
E01004091,2021,0.835
E01004105,2011,1.002
E01004105,2021,0.878
E01004154,2011,1.012
E01004154,2021,0.861
E01004085,2011,0.922
E01004085,2021,1.156
E01004109,2011,0.977
E01004109,2021,0.923
E01004094,2011,1.114
E01004094,2021,0.946
E01004114,2011,1.207
E01004114,2021,0.929
E01004222,2011,1.189
E01004222,2021,1.223
E01004226,2011,0.967
E01004226,2021,1.249
E01035658,2011,0.992
E01035658,2021,1.068
E01004198,2011,0.842
E01004198,2021,1.174
E01004201,2011,0.6
E01004201,2021,1.183
E01035661,2011,0.936
E01035661,2021,1.329
E01004230,2011,0.465
E01004230,2021,1.134
E01004233,2011,0.693
E01004233,2021,1.246
E01004229,2011,1.038
E01004229,2021,1.117
E01032764,2011,0.641
E01032764,2021,1.153
E01032784,2011,0.804
E01032784,2021,1.137
E01035663,2011,0.772
E01035663,2021,1.242
E01004202,2011,0.976
E01004202,2021,1.19
E01004204,2011,0.785
E01004204,2021,1.201
E01004315,2011,1.047
E01004315,2021,1.172
E01004259,2011,0.987
E01004259,2021,1.089
E01004263,2011,1.193
E01004263,2021,1.178
E01004235,2011,1.274
E01004235,2021,1.192
E01004237,2011,0.868
E01004237,2021,1.296
E01035665,2011,0.93
E01035665,2021,1.228
E01035667,2011,0.625
E01035667,2021,1.184
E01004313,2011,1.104
E01004313,2021,1.198
E01035668,2011,1.246
E01035668,2021,1.131
E01004264,2011,1.198
E01004264,2021,0.962
E01032786,2011,1.319
E01032786,2021,1.189
E01004207,2011,1.329
E01004207,2021,1.185
E01004212,2011,1.352
E01004212,2021,1.126
E01004240,2011,1.154
E01004240,2021,1.22
E01004267,2011,1.357
E01004267,2021,1.22
E01035671,2011,1.167
E01035671,2021,1.166
E01035673,2011,1.303
E01035673,2021,1.267
E01004206,2011,1.296
E01004206,2021,1.009
E01004211,2011,1.37
E01004211,2021,1.098
E01004271,2011,1.464
E01004271,2021,1.206
E01035674,2011,1.365
E01035674,2021,1.233
E01035676,2011,1.297
E01035676,2021,1.048
E01004306,2011,1.177
E01004306,2021,1.053
E01004308,2011,1.246
E01004308,2021,1.036
E01004310,2011,1.305
E01004310,2021,1.062
E01004287,2011,1.234
E01004287,2021,1.05
E01004290,2011,1.345
E01004290,2021,1.199
E01004323,2011,1.304
E01004323,2021,1.09
E01004326,2011,1.178
E01004326,2021,1.203
E01004248,2011,1.194
E01004248,2021,1.216
E01035678,2011,1.277
E01035678,2021,1.274
E01004286,2011,1.29
E01004286,2021,1.085
E01035680,2011,1.3
E01035680,2021,1.236
E01035682,2011,1.311
E01035682,2021,1.131
E01004243,2011,1.302
E01004243,2021,1.027
E01004247,2011,1.234
E01004247,2021,1.134
E01035685,2011,1.292
E01035685,2021,1.093
E01004321,2011,1.268
E01004321,2021,1.032
E01035686,2011,1.305
E01035686,2021,1.154
E01035688,2011,1.371
E01035688,2021,1.129
E01004298,2011,1.144
E01004298,2021,1.089
E01004304,2011,1.249
E01004304,2021,0.98
E01004251,2011,1.207
E01004251,2021,1.132
E01004258,2011,1.408
E01004258,2021,1.087
E01035691,2011,1.33
E01035691,2021,1.106
E01004257,2011,1.311
E01004257,2021,1.108
E01035693,2011,1.249
E01035693,2021,1.196
E01035695,2011,1.355
E01035695,2021,1.168
E01004302,2011,1.378
E01004302,2021,1.084
E01032768,2011,1.297
E01032768,2021,1.02
E01004292,2011,1.275
E01004292,2021,0.956
E01004296,2011,1.296
E01004296,2021,1.141
E01035697,2011,1.274
E01035697,2021,1.166
E01004293,2011,1.372
E01004293,2021,0.879
E01004214,2011,1.313
E01004214,2021,1.23
E01004217,2011,1.369
E01004217,2021,1.14
E01004274,2011,1.261
E01004274,2021,1.173
E01004276,2011,1.373
E01004276,2021,1.008
E01032775,2011,1.342
E01032775,2021,1.1
E01004280,2011,1.303
E01004280,2021,1.207
E01032772,2011,1.342
E01032772,2021,1.205
E01035698,2011,0.791
E01035698,2021,1.157
E01004277,2011,0.873
E01004277,2021,1.047
E01032781,2011,1.264
E01032781,2021,1.144
E01035700,2011,0.804
E01035700,2021,1.055
E01035702,2011,1.058
E01035702,2021,1.193
E01032777,2011,1.249
E01032777,2021,1.233
E01032779,2011,0.96
E01032779,2021,1.28
E01004221,2011,1.201
E01004221,2021,1.263
E01035704,2011,0.935
E01035704,2021,1.312
E01035706,2011,1.11
E01035706,2021,1.22
E01004350,2011,1.027
E01004350,2021,1.055
E01004356,2011,0.87
E01004356,2021,1.21
E01004352,2011,0.79
E01004352,2021,0.644
E01004354,2011,0.623
E01004354,2021,0.875
E01004359,2011,0.426
E01004359,2021,0.94
E01004385,2011,1.31
E01004385,2021,1.123
E01004389,2011,1.183
E01004389,2021,1.04
E01004355,2011,0.627
E01004355,2021,1.141
E01004413,2011,0.59
E01004413,2021,1.051
E01004416,2011,0.635
E01004416,2021,1.075
E01004414,2011,0.462
E01004414,2021,1.183
E01004451,2011,0.631
E01004451,2021,1.228
E01004450,2011,0.829
E01004450,2021,1.209
E01004454,2011,0.552
E01004454,2021,1.362
E01004456,2011,0.599
E01004456,2021,1.37
E01004380,2011,0.72
E01004380,2021,1.133
E01004383,2011,0.676
E01004383,2021,1.089
E01004388,2011,0.779
E01004388,2021,0.963
E01004344,2011,0.778
E01004344,2021,1.392
E01004418,2011,1.003
E01004418,2021,1.274
E01004398,2011,1.059
E01004398,2021,1.366
E01004400,2011,1.008
E01004400,2021,1.261
E01004403,2011,0.726
E01004403,2021,1.34
E01004348,2011,0.759
E01004348,2021,1.321
E01004378,2011,0.761
E01004378,2021,1.227
E01004346,2011,0.578
E01004346,2021,1.185
E01004460,2011,0.509
E01004460,2021,1.27
E01004396,2011,0.946
E01004396,2021,1.262
E01004458,2011,1.119
E01004458,2021,1.302
E01004463,2011,1.087
E01004463,2021,1.096
E01004410,2011,0.622
E01004410,2021,1.277
E01004469,2011,0.835
E01004469,2021,1.426
E01004471,2011,0.942
E01004471,2021,1.32
E01004393,2011,1.286
E01004393,2021,1.261
E01004404,2011,0.791
E01004404,2021,1.376
E01034486,2011,0.723
E01034486,2021,1.097
E01004465,2011,0.612
E01004465,2021,1.14
E01004467,2011,0.768
E01004467,2021,1.359
E01004406,2011,0.818
E01004406,2021,1.19
E01004409,2011,0.621
E01004409,2021,1.141
E01004443,2011,0.685
E01004443,2021,1.235
E01004392,2011,0.848
E01004392,2021,1.233
E01004397,2011,0.729
E01004397,2021,1.286
E01004446,2011,1.234
E01004446,2021,1.242
E01004421,2011,1.272
E01004421,2021,1.252
E01004448,2011,1.205
E01004448,2021,1.27
E01004363,2011,0.997
E01004363,2021,1.322
E01004366,2011,0.684
E01004366,2021,1.288
E01004368,2011,1.007
E01004368,2021,1.244
E01004405,2011,0.811
E01004405,2021,1.289
E01004423,2011,0.771
E01004423,2021,1.372
E01034488,2011,0.498
E01034488,2021,1.468
E01004436,2011,0.896
E01004436,2021,1.263
E01004439,2011,1.025
E01004439,2021,1.238
E01004422,2011,0.744
E01004422,2021,1.387
E01004425,2011,0.641
E01004425,2021,1.305
E01004427,2011,0.933
E01004427,2021,1.238
E01004370,2011,0.745
E01004370,2021,1.237
E01004432,2011,0.913
E01004432,2021,1.379
E01004333,2011,0.962
E01004333,2021,1.347
E01004438,2011,0.987
E01004438,2021,1.164
E01004441,2011,1.004
E01004441,2021,1.134
E01004373,2011,1.045
E01004373,2021,1.353
E01004375,2011,0.843
E01004375,2021,1.228
E01004336,2011,0.609
E01004336,2021,1.342
E01004429,2011,0.979
E01004429,2021,1.398
E01004434,2011,1.028
E01004434,2021,1.432
E01004337,2011,1.252
E01004337,2021,1.394
E01004339,2011,1.261
E01004339,2021,1.286
E01004341,2011,1.24
E01004341,2021,1.344
E01004328,2011,1.264
E01004328,2021,1.285
E01004330,2011,1.276
E01004330,2021,1.199
E01004332,2011,1.224
E01004332,2021,1.324
E01004566,2011,1.219
E01004566,2021,0.729
E01004583,2011,1.114
E01004583,2021,1
E01004540,2011,1.028
E01004540,2021,1.048
E01004584,2011,1.217
E01004584,2021,1.35
E01004580,2011,1.011
E01004580,2021,1.022
E01033099,2011,1.254
E01033099,2021,1.152
E01035488,2011,1.241
E01035488,2021,0.983
E01004565,2011,1.166
E01004565,2021,0.957
E01004591,2011,1.089
E01004591,2021,1.026
E01004604,2011,1.014
E01004604,2021,0.536
E01004606,2011,1.368
E01004606,2021,0.477
E01004608,2011,1.113
E01004608,2021,0.788
E01004537,2011,1.168
E01004537,2021,1.344
E01004541,2011,1.261
E01004541,2021,1.378
E01004536,2011,1.208
E01004536,2021,1.341
E01004585,2011,1.383
E01004585,2021,0.796
E01004554,2011,1.448
E01004554,2021,0.626
E01004586,2011,1.199
E01004586,2021,0.755
E01004589,2011,1.394
E01004589,2021,0.713
E01004602,2011,1.274
E01004602,2021,0.653
E01033135,2011,0.924
E01033135,2021,0.655
E01035491,2011,1.2
E01035491,2021,0.821
E01035493,2011,1.021
E01035493,2021,1.048
E01004638,2011,1.207
E01004638,2021,0.648
E01004640,2011,0.88
E01004640,2021,0.686
E01004508,2011,1.178
E01004508,2021,0.72
E01004514,2011,1.199
E01004514,2021,0.732
E01004551,2011,1.433
