GSSCode,GSSCode,diversity2011,diversity2021,,GSSCode,diversity2011
E01002072,E01000692,1.497,0.49,,E01002072,1.497
E01002043,E01000784,1.493,0.751,,E01002043,1.493
E01002045,E01000799,1.508,1.165,,E01002045,1.508
E01002046,E01000802,1.456,1.034,,E01002046,1.456
E01002049,E01000803,1.511,0.948,,E01002049,1.511
E01002042,E01000804,1.438,0.994,,E01002042,1.438
E01002044,E01000805,1.396,0.972,,E01002044,1.396
E01002047,E01000741,1.384,1.104,,E01002047,1.384
E01002048,E01000742,1.476,1.048,,E01002048,1.476
E01002016,E01000745,1.307,1.076,,E01002016,1.307
E01002017,E01000746,1.316,0.95,,E01002017,1.316
E01002059,E01034383,1.242,1.266,,E01002059,1.242
E01002060,E01034384,1.039,1.141,,E01002060,1.039
E01002050,E01000709,1.338,0.821,,E01002050,1.338
E01002051,E01000710,1.488,0.983,,E01002051,1.488
E01002052,E01000711,1.331,0.991,,E01002052,1.331
E01002055,E01000714,1.28,0.899,,E01002055,1.28
E01001994,E01000718,1.19,1.135,,E01001994,1.19
E01002008,E01000645,1.011,0.823,,E01002008,1.011
E01002010,E01000649,1.172,0.976,,E01002010,1.172
E01002011,E01000694,1.17,0.793,,E01002011,1.17
E01002000,E01000695,1.319,0.515,,E01002000,1.319
E01002001,E01000696,1.336,0.563,,E01002001,1.336
E01002002,E01000697,1.385,0.724,,E01002002,1.385
E01002058,E01000674,1.435,0.933,,E01002058,1.435
E01002053,E01000676,1.505,1.085,,E01002053,1.505
E01002054,E01000820,1.482,0.94,,E01002054,1.482
E01002056,E01000822,1.432,0.993,,E01002056,1.432
E01002057,E01000823,1.426,0.758,,E01002057,1.426
E01001984,E01000824,1.129,0.907,,E01001984,1.129
E01001985,E01000825,0.823,0.763,,E01001985,0.823
E01001987,E01000743,0.946,1.187,,E01001987,0.946
E01001989,E01000744,1.086,1.211,,E01001989,1.086
E01001986,E01000796,1.051,1.279,,E01001986,1.051
E01001988,E01000798,1.024,1.186,,E01001988,1.024
E01001990,E01000800,1.095,1.14,,E01001990,1.095
E01002062,E01000806,1.236,1.175,,E01002062,1.236
E01002005,E01000693,1.059,0.591,,E01002005,1.059
E01002006,E01000698,1.054,1.012,,E01002006,1.054
E01002007,E01000736,0.954,0.731,,E01002007,0.954
E01002009,E01000737,0.908,0.781,,E01002009,0.908
E01002061,E01000672,1.084,0.949,,E01002061,1.084
E01002063,E01000673,1.274,0.792,,E01002063,1.274
E01002064,E01000716,1.391,0.772,,E01002064,1.391
E01002065,E01000717,1.212,0.845,,E01002065,1.212
E01002034,E01000828,1.463,0.843,,E01002034,1.463
E01002038,E01000712,1.479,0.836,,E01002038,1.479
E01002041,E01000713,1.457,0.78,,E01002041,1.457
E01032575,E01000715,1.458,0.778,,E01032575,1.458
E01002755,E01000770,1.399,0.64,,E01002755,1.399
E01002756,E01000772,1.26,0.699,,E01002756,1.26
E01002758,E01000700,1.489,0.829,,E01002758,1.489
E01002804,E01000702,1.45,0.882,,E01002804,1.45
E01002807,E01000703,1.419,0.938,,E01002807,1.419
E01002811,E01000706,1.423,0.88,,E01002811,1.423
E01002753,E01000797,1.396,0.732,,E01002753,1.396
E01002754,E01000729,1.102,0.886,,E01002754,1.102
E01002757,E01000730,1.365,0.891,,E01002757,1.365
E01002759,E01000735,1.175,0.882,,E01002759,1.175
E01002760,E01000738,1.471,0.966,,E01002760,1.471
E01002772,E01000739,1.336,0.785,,E01002772,1.336
E01002735,E01000699,1.434,1.097,,E01002735,1.434
E01002805,E01000701,1.296,0.892,,E01002805,1.296
E01002806,E01000704,1.233,0.943,,E01002806,1.233
E01002808,E01000705,1.282,1.143,,E01002808,1.282
E01002809,E01000801,1.406,1.078,,E01002809,1.406
E01002810,E01000646,1.414,0.9,,E01002810,1.414
E01002768,E01000647,1.228,0.743,,E01002768,1.228
E01002770,E01000648,1.305,0.852,,E01002770,1.305
E01002771,E01000653,1.332,0.801,,E01002771,1.332
E01002773,E01000678,1.448,0.827,,E01002773,1.448
E01002774,E01000670,1.322,1.051,,E01002774,1.322
E01002732,E01000677,1.495,0.868,,E01002732,1.495
E01002734,E01000762,1.51,0.877,,E01002734,1.51
E01002736,E01000829,1.497,0.977,,E01002736,1.497
E01002737,E01034385,1.495,0.959,,E01002737,1.495
E01002751,E01034386,1.502,1.22,,E01002751,1.502
E01002742,E01000719,1.024,0.944,,E01002742,1.024
E01002747,E01000720,1.196,0.868,,E01002747,1.196
E01002748,E01000721,1.464,1.036,,E01002748,1.464
E01002749,E01000724,1.398,1.002,,E01002749,1.398
E01033493,E01000728,0.997,0.829,,E01033493,0.997
E01033494,E01000651,1.154,0.718,,E01033494,1.154
E01002730,E01000668,1.356,0.838,,E01002730,1.356
E01002731,E01000669,1.391,0.705,,E01002731,1.391
E01002733,E01000671,1.259,1.018,,E01002733,1.259
E01002763,E01000679,1.325,0.816,,E01002763,1.325
E01002769,E01000826,1.222,0.698,,E01002769,1.222
E01002785,E01000827,1.178,0.929,,E01002785,1.178
E01002788,E01000830,1.108,0.794,,E01002788,1.108
E01002789,E01000831,0.929,0.868,,E01002789,0.929
E01002738,E01000833,1.175,0.579,,E01002738,1.175
E01002741,E01000650,1.36,0.842,,E01002741,1.36
E01002743,E01000652,1.333,0.755,,E01002743,1.333
E01002744,E01000807,1.127,0.614,,E01002744,1.127
E01002752,E01000809,1.393,0.514,,E01002752,1.393
E01002764,E01000722,1.325,0.827,,E01002764,1.325
E01002783,E01000725,1.274,0.739,,E01002783,1.274
E01002784,E01000731,1.377,0.787,,E01002784,1.377
E01002786,E01000732,1.379,0.662,,E01002786,1.379
E01002787,E01000733,1.41,0.787,,E01002787,1.41
E01002762,E01000769,1.2,0.907,,E01002762,1.2
E01002767,E01000773,1.379,0.623,,E01002767,1.379
E01033486,E01000775,1.432,0.859,,E01033486,1.432
E01033487,E01000777,1.436,0.782,,E01033487,1.436
E01033488,E01000778,1.454,0.873,,E01033488,1.454
E01033491,E01000808,1.353,0.707,,E01033491,1.353
E01033492,E01000810,1.299,0.654,,E01033492,1.299
E01002777,E01000811,1.159,0.651,,E01002777,1.159
E01002778,E01000813,1.535,0.657,,E01002778,1.535
E01002779,E01000815,1.232,0.55,,E01002779,1.232
E01002781,E01000661,1.398,1.051,,E01002781,1.398
E01002782,E01000662,1.485,0.925,,E01002782,1.485
E01002739,E01000663,1.042,0.745,,E01002739,1.042
E01002740,E01000664,0.982,0.896,,E01002740,0.982
E01002745,E01000763,1.094,0.592,,E01002745,1.094
E01002795,E01000764,1.378,0.803,,E01002795,1.378
E01002796,E01000766,1.135,0.559,,E01002796,1.135
E01002716,E01000767,1.415,0.481,,E01002716,1.415
E01002718,E01000834,1.012,0.662,,E01002718,1.012
E01002721,E01000727,1.117,0.806,,E01002721,1.117
E01002775,E01000734,1.174,0.74,,E01002775,1.174
E01002776,E01000790,1.333,1.018,,E01002776,1.333
E01002780,E01000812,1.323,0.82,,E01002780,1.323
E01002708,E01000814,1.362,0.76,,E01002708,1.362
E01002712,E01000723,1.379,0.577,,E01002712,1.379
E01002713,E01000726,1.295,0.719,,E01002713,1.295
E01002765,E01000787,1.481,0.744,,E01002765,1.481
E01002766,E01000788,1.464,0.871,,E01002766,1.464
E01002717,E01000791,1.19,0.841,,E01002717,1.19
E01002719,E01000832,1.021,0.764,,E01002719,1.021
E01002720,E01000835,1.463,0.785,,E01002720,1.463
E01002790,E01000836,1.301,0.684,,E01002790,1.301
E01002791,E01000837,0.982,0.744,,E01002791,0.982
E01002793,E01000838,1.257,0.585,,E01002793,1.257
E01002698,E01000839,1.17,0.638,,E01002698,1.17
E01002699,E01000840,0.955,0.504,,E01002699,0.955
E01002700,E01000841,0.81,0.621,,E01002700,0.81
E01002714,E01000753,0.998,0.601,,E01002714,0.998
E01002792,E01000754,1.148,0.749,,E01002792,1.148
E01002722,E01000755,1.237,0.652,,E01002722,1.237
E01002797,E01000757,1.357,0.62,,E01002797,1.357
E01002798,E01000758,1.026,0.77,,E01002798,1.026
E01002799,E01000786,1.316,0.7,,E01002799,1.316
E01002800,E01000789,1.428,1.034,,E01002800,1.428
E01002694,E01000792,1.481,0.977,,E01002694,1.481
E01002697,E01000793,1.511,0.701,,E01002697,1.511
E01002709,E01000795,1.402,0.774,,E01002709,1.402
E01002710,E01000665,1.44,0.73,,E01002710,1.44
E01002715,E01000666,1.478,0.468,,E01002715,1.478
E01002696,E01000667,0.987,0.527,,E01002696,0.987
E01002794,E01000756,1.14,0.766,,E01002794,1.14
E01002801,E01000759,1.036,0.465,,E01002801,1.036
E01002802,E01000760,0.992,0.681,,E01002802,0.992
E01002803,E01000761,1.225,0.529,,E01002803,1.225
E01002695,E01000765,1.321,0.569,,E01002695,1.321
E01002711,E01000768,1.406,0.479,,E01002711,1.406
E01002727,E01000681,1.158,0.662,,E01002727,1.158
E01002728,E01000682,1.438,0.81,,E01002728,1.438
E01002729,E01000683,1.094,0.885,,E01002729,1.094
E01002707,E01000684,1.29,0.938,,E01002707,1.29
E01002723,E01000794,1.335,0.568,,E01002723,1.335
E01002724,E01000749,1.167,0.404,,E01002724,1.167
E01002725,E01000750,1.383,0.668,,E01002725,1.383
E01002726,E01000751,1.286,0.863,,E01002726,1.286
E01033489,E01000752,1.219,0.55,,E01033489,1.219
E01033490,E01000680,1.396,0.519,,E01033490,1.396
E01002701,E01000685,1.363,0.782,,E01002701,1.363
E01002702,E01000686,1.444,0.678,,E01002702,1.444
E01002703,E01000687,1.424,0.523,,E01002703,1.424
E01002704,E01000688,1.378,0.669,,E01002704,1.378
E01002706,E01000654,1.333,0.348,,E01002706,1.333
E01002852,E01000655,1.56,0.309,,E01002852,1.56
E01002853,E01000656,1.521,0.379,,E01002853,1.521
E01002854,E01000657,1.531,0.374,,E01002854,1.531
E01002855,E01000659,1.549,0.404,,E01002855,1.549
E01002857,E01000816,1.569,1.121,,E01002857,1.569
E01002904,E01000818,1.555,0.945,,E01002904,1.555
E01002905,E01000819,1.489,1.111,,E01002905,1.489
E01002906,E01032562,1.418,1.176,,E01002906,1.418
E01002907,E01032563,1.534,1.14,,E01002907,1.534
E01002876,E01000707,1.12,0.526,,E01002876,1.12
E01002877,E01000708,1.537,0.856,,E01002877,1.537
E01002878,E01000771,1.366,0.733,,E01002878,1.366
E01002908,E01000774,1.266,0.826,,E01002908,1.266
E01002909,E01032568,1.25,0.928,,E01002909,1.25
E01002829,E01000658,1.397,0.263,,E01002829,1.397
E01002830,E01000747,1.44,0.461,,E01002830,1.44
E01002831,E01000748,1.42,0.187,,E01002831,1.42
E01002832,E01032570,1.433,0.325,,E01002832,1.433
E01002856,E01000587,1.385,1.094,,E01002856,1.385
E01002870,E01000589,1.44,1.217,,E01002870,1.44
E01002872,E01000590,1.37,1.167,,E01002872,1.37
E01002879,E01000592,1.538,1.315,,E01002879,1.538
E01002880,E01000593,1.567,1.356,,E01002880,1.567
E01002881,E01000594,1.455,1.117,,E01002881,1.455
E01002882,E01000513,1.041,1.226,,E01002882,1.041
E01002883,E01000514,1.124,1.294,,E01002883,1.124
E01002884,E01000516,1.252,1.311,,E01002884,1.252
E01002885,E01000520,1.199,1.348,,E01002885,1.199
E01002886,E01033929,1.052,1.396,,E01002886,1.052
E01002833,E01033930,1.059,1.362,,E01002833,1.059
E01002871,E01000515,0.968,1.419,,E01002871,0.968
E01002873,E01000517,1.142,1.123,,E01002873,1.142
E01002874,E01000543,1.229,1.157,,E01002874,1.229
E01002875,E01000591,1.069,1.195,,E01002875,1.069
E01002824,E01033463,1.078,1.115,,E01002824,1.078
E01002825,E01000536,1.278,1.012,,E01002825,1.278
E01002826,E01000538,1.105,1.047,,E01002826,1.105
E01002827,E01000539,0.991,1.137,,E01002827,0.991
E01002828,E01000540,1.05,1.076,,E01002828,1.05
E01002864,E01000541,1.326,1.111,,E01002864,1.326
E01002866,E01000518,1.38,1.305,,E01002866,1.38
E01002867,E01000519,1.48,1.372,,E01002867,1.48
E01002868,E01000623,1.1,1.267,,E01002868,1.1
E01002869,E01000624,1.332,1.352,,E01002869,1.332
E01002887,E01000629,1.208,1.265,,E01002887,1.208
E01002889,E01000480,1.226,1.402,,E01002889,1.226
E01002890,E01000484,1.077,1.465,,E01002890,1.077
E01002891,E01000485,1.287,1.303,,E01002891,1.287
E01002892,E01000486,1.322,1.364,,E01002892,1.322
E01002813,E01000487,1.088,1.344,,E01002813,1.088
E01002815,E01000572,1.355,1.294,,E01002815,1.355
E01002816,E01000573,1.149,1.207,,E01002816,1.149
E01002817,E01000574,1.183,1.23,,E01002817,1.183
E01002865,E01000575,1.247,1.228,,E01002865,1.247
E01002818,E01000577,1.275,1.469,,E01002818,1.275
E01002819,E01000562,1.099,1.22,,E01002819,1.099
E01002859,E01000563,0.991,1.199,,E01002859,0.991
E01002860,E01000566,0.88,1.208,,E01002860,0.88
E01002863,E01000568,1.06,1.157,,E01002863,1.06
E01002812,E01000569,1.37,1.252,,E01002812,1.37
E01002834,E01000479,1.236,1.337,,E01002834,1.236
E01002839,E01000481,1.401,1.438,,E01002839,1.401
E01002850,E01000483,1.427,1.473,,E01002850,1.427
E01002888,E01000625,1.318,1.416,,E01002888,1.318
E01002821,E01033931,1.169,1.418,,E01002821,1.169
E01002823,E01033932,1.292,1.379,,E01002823,1.292
E01002858,E01000498,1.467,1.438,,E01002858,1.467
E01002861,E01000622,1.022,1.369,,E01002861,1.022
E01002862,E01000626,1.387,1.398,,E01002862,1.387
E01002814,E01033933,1.518,1.385,,E01002814,1.518
E01002847,E01033934,1.26,1.42,,E01002847,1.26
E01002848,E01000497,1.399,1.441,,E01002848,1.399
E01002851,E01000499,1.491,1.524,,E01002851,1.491
E01002820,E01000501,1.187,1.483,,E01002820,1.187
E01002822,E01000502,0.929,1.453,,E01002822,0.929
E01002835,E01000503,1.175,1.433,,E01002835,1.175
E01002836,E01000570,1.121,1.3,,E01002836,1.121
E01002837,E01000571,0.911,1.297,,E01002837,0.911
E01002846,E01000576,1.383,1.282,,E01002846,1.383
E01002849,E01000578,1.263,1.415,,E01002849,1.263
E01002893,E01000564,1.16,1.314,,E01002893,1.16
E01002894,E01000565,1.166,1.359,,E01002894,1.166
E01002898,E01000607,1.028,1.192,,E01002898,1.028
E01002899,E01000608,1.113,1.245,,E01002899,1.113
E01002900,E01000613,0.881,1.319,,E01002900,0.881
E01002901,E01000506,0.773,1.455,,E01002901,0.773
E01002902,E01000509,1.059,1.433,,E01002902,1.059
E01002903,E01000510,0.778,1.475,,E01002903,0.778
E01002844,E01000511,1.022,1.451,,E01002844,1.022
E01002845,E01000627,1.16,1.455,,E01002845,1.16
E01002910,E01000628,1.045,1.455,,E01002910,1.045
E01002911,E01000553,0.888,1.348,,E01002911,0.888
E01002914,E01000554,0.867,1.394,,E01002914,0.867
E01002838,E01000555,1.083,1.297,,E01002838,1.083
E01002895,E01000556,0.737,1.364,,E01002895,0.737
E01002896,E01000557,0.985,1.428,,E01002896,0.985
E01002897,E01000558,1.094,1.237,,E01002897,1.094
E01002912,E01000567,1.059,1.306,,E01002912,1.059
E01002840,E01000606,1.411,1.326,,E01002840,1.411
E01002841,E01000609,1.244,1.339,,E01002841,1.244
E01002842,E01000611,1.562,1.237,,E01002842,1.562
E01002843,E01000504,1.494,1.341,,E01002843,1.494
E01002913,E01000505,1.282,1.436,,E01002913,1.282
E01003015,E01000507,1.47,1.378,,E01003015,1.47
E01003108,E01000512,1.433,1.285,,E01003108,1.433
E01003110,E01000559,1.249,1.272,,E01003110,1.249
E01003111,E01000610,1.433,1.277,,E01003111,1.433
E01003112,E01000612,1.454,1.138,,E01003112,1.454
E01003101,E01000631,1.404,0.939,,E01003101,1.404
E01003105,E01000633,1.456,0.718,,E01003105,1.456
E01003106,E01000634,1.332,1.19,,E01003106,1.332
E01003107,E01000616,1.283,1.218,,E01003107,1.283
E01003109,E01000620,1.465,1.192,,E01003109,1.465
E01003102,E01000621,1.319,1.252,,E01003102,1.319
E01003104,E01000636,1.374,1.129,,E01003104,1.374
E01003122,E01033935,1.41,1.097,,E01003122,1.41
E01003129,E01033936,1.365,1.264,,E01003129,1.365
E01033207,E01000596,1.361,1.417,,E01033207,1.361
E01033208,E01000601,1.475,1.389,,E01033208,1.475
E01003098,E01000602,1.33,1.424,,E01003098,1.33
E01003099,E01000603,1.418,1.485,,E01003099,1.418
E01003100,E01000604,1.158,1.314,,E01003100,1.158
E01003180,E01000605,1.426,1.302,,E01003180,1.426
E01003183,E01000488,1.428,1.43,,E01003183,1.428
E01003097,E01000637,1.43,1.342,,E01003097,1.43
E01003121,E01000639,1.393,1.31,,E01003121,1.393
E01003123,E01000642,1.161,1.362,,E01003123,1.161
E01003124,E01000644,1.389,1.421,,E01003124,1.389
E01003125,E01000490,1.462,1.236,,E01003125,1.462
E01003181,E01000494,1.459,1.344,,E01003181,1.459
E01003184,E01000495,1.382,1.331,,E01003184,1.382
E01003185,E01000560,1.406,1.076,,E01003185,1.406
E01003186,E01000561,1.35,1.441,,E01003186,1.35
E01003187,E01000638,1.367,1.489,,E01003187,1.367
E01003089,E01000640,1.466,1.494,,E01003089,1.466
E01003091,E01000641,1.441,1.476,,E01003091,1.441
E01003092,E01000643,1.427,1.472,,E01003092,1.427
E01003126,E01000508,1.398,1.404,,E01003126,1.398
E01003128,E01000521,1.404,1.447,,E01003128,1.404
E01003046,E01000522,1.322,1.359,,E01003046,1.322
E01003048,E01000526,1.332,1.394,,E01003048,1.332
E01003075,E01000527,1.415,1.446,,E01003075,1.415
E01003182,E01000528,1.424,1.364,,E01003182,1.424
E01003188,E01000471,1.399,1.22,,E01003188,1.399
E01003088,E01000474,1.405,0.897,,E01003088,1.405
E01003093,E01000476,1.439,0.955,,E01003093,1.439
E01003094,E01000477,1.354,1.069,,E01003094,1.354
E01003096,E01000630,1.246,1.195,,E01003096,1.246
E01003127,E01000595,1.337,1.388,,E01003127,1.337
E01003045,E01000599,1.387,1.37,,E01003045,1.387
E01003047,E01033456,1.45,1.32,,E01003047,1.45
E01003049,E01033937,1.416,1.392,,E01003049,1.416
E01003059,E01033938,1.443,1.364,,E01003059,1.443
E01003060,E01033939,1.409,1.506,,E01003060,1.409
E01003061,E01000545,1.473,1.387,,E01003061,1.473
E01003034,E01000546,1.261,1.225,,E01003034,1.261
E01003035,E01000547,1.201,1.228,,E01003035,1.201
E01003036,E01000548,1.274,1.308,,E01003036,1.274
E01003090,E01000549,1.299,1.118,,E01003090,1.299
E01003095,E01000472,1.221,1.414,,E01003095,1.221
E01003037,E01000473,1.392,0.908,,E01003037,1.392
E01003038,E01000475,0.955,1.152,,E01003038,0.955
E01003039,E01000478,1.047,1.087,,E01003039,1.047
E01003040,E01000632,1.184,0.724,,E01003040,1.184
E01003042,E01000489,1.228,1.385,,E01003042,1.228
E01003072,E01000491,1.106,1.331,,E01003072,1.106
E01003073,E01000492,1.396,1.141,,E01003073,1.396
E01003076,E01000493,1.474,1.179,,E01003076,1.474
E01003077,E01000581,1.44,1.119,,E01003077,1.44
E01003078,E01000523,1.236,1.425,,E01003078,1.236
E01003019,E01000524,1.277,1.433,,E01003019,1.277
E01003053,E01000525,1.233,1.4,,E01003053,1.233
E01003054,E01000533,1.067,1.382,,E01003054,1.067
E01003056,E01000535,1.319,1.373,,E01003056,1.319
E01003058,E01033455,1.293,1.488,,E01003058,1.293
E01003020,E01033485,1.369,1.438,,E01003020,1.369
E01003050,E01000579,1.362,1.222,,E01003050,1.362
E01003052,E01000580,1.364,1.046,,E01003052,1.364
E01003055,E01000582,1.352,0.964,,E01003055,1.352
E01003176,E01000583,1.421,1.122,,E01003176,1.421
E01003029,E01000586,1.164,1.273,,E01003029,1.164
E01003032,E01000530,1.362,1.248,,E01003032,1.362
E01003041,E01000531,1.417,1.349,,E01003041,1.417
E01003057,E01000532,1.395,1.187,,E01003057,1.395
E01003043,E01000534,1.35,1.273,,E01003043,1.35
E01003044,E01000584,1.258,1.223,,E01003044,1.258
E01003051,E01000585,1.431,1.161,,E01003051,1.431
E01003071,E01000544,1.279,1.446,,E01003071,1.279
E01003074,E01000550,1.342,1.414,,E01003074,1.342
E01003026,E01000551,0.966,1.399,,E01003026,0.966
E01003027,E01000552,0.779,1.458,,E01003027,0.779
E01003028,E01033457,1.102,1.309,,E01003028,1.102
E01003030,E01033940,0.97,1.35,,E01003030,0.97
E01003033,E01033941,1.183,1.412,,E01003033,1.183
E01003018,E01033942,1.236,1.334,,E01003018,1.236
E01003171,E01000615,1.37,1.35,,E01003171,1.37
E01003173,E01000617,1.38,1.286,,E01003173,1.38
E01003177,E01000619,1.395,1.328,,E01003177,1.395
E01003178,E01000618,1.281,1.321,,E01003178,1.281
E01003021,E01000907,1.394,1.121,,E01003021,1.394
E01003022,E01000908,1.345,1.11,,E01003022,1.345
E01003023,E01000909,1.388,0.728,,E01003023,1.388
E01003024,E01000912,1.419,1.093,,E01003024,1.419
E01003025,E01000913,1.434,0.612,,E01003025,1.434
E01003136,E01000893,1.367,0.777,,E01003136,1.367
E01003137,E01000894,1.492,0.719,,E01003137,1.492
E01003159,E01000895,1.429,0.956,,E01003159,1.429
E01003160,E01000896,1.419,0.762,,E01003160,1.419
E01003162,E01000899,1.414,0.809,,E01003162,1.414
E01003031,E01000910,1.349,0.743,,E01003031,1.349
E01003156,E01000911,1.195,0.981,,E01003156,1.195
E01003157,E01000921,1.218,0.976,,E01003157,1.218
E01003158,E01000923,0.808,0.894,,E01003158,0.808
E01003161,E01000928,1.342,1.014,,E01003161,1.342
E01003163,E01000878,1.384,1.242,,E01003163,1.384
E01003132,E01000879,1.408,0.867,,E01003132,1.408
E01003172,E01000880,1.418,1.015,,E01003172,1.418
E01003174,E01000884,1.371,0.966,,E01003174,1.371
E01003175,E01000885,1.401,0.819,,E01003175,1.401
E01003179,E01000871,1.406,1.115,,E01003179,1.406
E01003164,E01000872,1.429,1.212,,E01003164,1.429
E01003165,E01000873,1.368,0.887,,E01003165,1.368
E01003168,E01000874,1.355,1.02,,E01003168,1.355
E01003169,E01000877,1.386,1.024,,E01003169,1.386
E01003170,E01000886,1.125,0.753,,E01003170,1.125
E01003130,E01000887,1.392,0.95,,E01003130,1.392
E01003131,E01000888,1.233,1.026,,E01003131,1.233
E01003135,E01000892,1.378,1.103,,E01003135,1.378
E01003138,E01000903,1.021,1.072,,E01003138,1.021
E01003151,E01000889,1.46,1.264,,E01003151,1.46
E01003079,E01000890,1.445,1.297,,E01003079,1.445
E01003080,E01000891,1.373,1.315,,E01003080,1.373
E01003133,E01000901,1.328,1.368,,E01003133,1.328
E01003134,E01000922,1.374,1.215,,E01003134,1.374
E01003152,E01000927,1.426,0.938,,E01003152,1.426
E01003064,E01000881,1.247,1.094,,E01003064,1.247
E01003066,E01000882,1.401,0.82,,E01003066,1.401
E01003081,E01000883,1.431,1.094,,E01003081,1.431
E01003166,E01000897,1.409,0.81,,E01003166,1.409
E01003167,E01000898,1.148,1.193,,E01003167,1.148
E01003116,E01000866,1.381,1.08,,E01003116,1.381
E01003117,E01000870,1.409,1.067,,E01003117,1.409
E01003118,E01000924,1.335,0.906,,E01003118,1.335
E01003153,E01000925,1.323,1.347,,E01003153,1.323
E01003155,E01000926,1.413,1.181,,E01003155,1.413
E01003083,E01000969,1.386,1.023,,E01003083,1.386
E01003084,E01000970,1.367,0.996,,E01003084,1.367
E01003085,E01000971,1.39,0.881,,E01003085,1.39
E01003149,E01000972,1.416,1.341,,E01003149,1.416
E01003154,E01000973,1.421,1.213,,E01003154,1.421
E01003065,E01000842,1.402,0.898,,E01003065,1.402
E01003068,E01000844,1.423,0.985,,E01003068,1.423
E01003082,E01000848,1.422,0.858,,E01003082,1.422
E01003086,E01000849,1.387,0.943,,E01003086,1.387
E01003087,E01000900,1.424,1.154,,E01003087,1.424
E01003113,E01000902,1.416,1.335,,E01003113,1.416
E01003114,E01000904,1.393,1.239,,E01003114,1.393
E01003119,E01000905,1.348,1.34,,E01003119,1.348
E01003120,E01000906,1.397,0.996,,E01003120,1.397
