GSSCode,diversity2011
E01004257,1.349
E01004301,1.208
E01004302,1.199
E01004303,1.393
E01032768,1.286
E01032769,1.306
E01004292,1.194
E01004294,1.330
E01004295,1.213
E01004296,1.331
E01004291,1.125
E01004293,1.105
E01004297,1.128
E01004215,1.417
E01004219,1.352
E01004221,1.335
E01032776,1.408
E01032777,1.452
E01032778,1.427
E01032779,1.454
E01032780,1.297
E01004214,1.409
E01004216,1.314
E01004217,1.265
E01004218,1.322
E01004274,1.353
E01004275,1.252
E01004276,1.203
E01004281,1.296
E01032775,1.303
E01032783,1.383
E01004280,1.420
E01032770,1.429
E01032772,1.348
E01032773,1.413
E01032774,1.456
E01004277,1.289
E01032771,1.409
E01032781,1.306
E01032782,1.459
E01004560,1.118
E01004566,0.878
E01004582,1.194
E01004583,1.151
E01004562,1.478
E01004563,1.474
E01004564,1.136
E01004567,1.484
E01033098,1.356
E01033100,1.428
E01033132,1.487
E01004539,1.478
E01004540,1.279
E01004577,1.041
E01004584,1.423
E01004579,1.108
E01004580,1.256
E01004581,1.159
E01033099,1.392
E01033101,1.230
E01033133,1.331
E01004565,1.082
E01004590,1.200
E01004591,1.269
E01004592,1.119
E01004604,0.517
E01004605,0.932
E01004606,0.625
E01004607,0.683
E01004608,0.954
E01004535,1.457
E01004537,1.459
E01004538,1.436
E01004541,1.448
E01004534,0.936
E01004536,1.408
E01004552,0.892
E01004585,0.990
E01004588,0.942
E01004554,0.831
E01004556,0.730
E01004586,0.902
E01004587,0.940
E01004589,0.755
E01004509,1.154
E01004511,0.863
E01004602,0.854
E01004609,0.914
E01033093,0.904
E01033135,0.729
E01004506,1.042
E01004638,0.763
E01004639,0.995
E01004640,0.882
E01004641,1.103
E01004508,1.047
E01004510,1.107
E01004514,0.903
E01004515,1.314
E01004551,1.276
E01004568,1.357
E01004574,1.497
E01004575,1.317
E01004576,1.297
E01004500,1.049
E01004501,1.151
E01004503,1.081
E01004505,1.128
E01004507,1.087
E01004553,0.904
E01004557,0.876
E01004558,0.852
E01004559,0.793
E01004619,0.727
E01004572,1.265
E01004642,1.142
E01004643,1.401
E01004644,1.089
E01004645,1.377
E01004477,0.597
E01004478,0.933
E01004479,0.782
E01004550,1.160
E01004555,0.776
E01004494,1.261
E01004513,1.368
E01004600,1.480
E01004601,1.275
E01004493,1.120
E01004512,0.969
E01004620,1.048
E01004621,0.972
E01004623,0.925
E01004627,0.886
E01004499,1.096
E01004502,0.964
E01004504,1.160
E01004594,0.984
E01004596,0.940
E01004629,1.175
E01004472,1.008
E01004474,1.203
E01004476,1.178
E01004542,0.896
E01004544,1.054
E01004628,1.303
E01004630,1.471
E01004631,1.318
E01004633,1.492
E01004569,1.332
E01004570,1.457
E01004571,1.374
E01004573,1.309
E01004495,1.469
E01004496,1.005
E01004497,1.070
E01004622,1.317
E01004624,0.978
E01004593,1.141
E01004595,1.019
E01004597,1.099
E01004598,0.934
E01004599,0.783
E01004473,1.088
E01004475,1.222
E01004480,1.144
E01004483,1.331
E01004484,1.196
E01004486,1.071
E01004543,0.852
E01004545,0.958
E01004546,1.042
E01004549,1.256
E01004625,0.538
E01004626,1.072
E01004632,1.104
E01004634,1.234
E01004635,1.251
E01004636,1.279
E01004637,1.273
E01004481,1.301
E01004488,1.189
E01004547,1.315
E01004548,1.206
E01004482,1.347
E01004485,1.215
E01004487,1.173
E01004489,1.168
E01004490,0.916
E01004491,1.460
E01004492,1.294
E01004498,0.897
E01004532,1.333
E01004611,1.425
E01004612,1.431
E01004618,1.357
E01004531,1.472
E01004533,1.449
E01004610,1.438
E01004613,1.486
E01004614,1.483
E01004615,1.476
E01004616,1.484
E01004617,1.476
E01004525,1.439
E01004526,1.440
E01004527,1.445
E01004528,1.510
E01004529,1.394
E01004530,1.400
E01004516,1.334
E01004518,1.366
E01004519,1.448
E01004520,1.447
E01004523,1.321
E01004517,1.446
E01004521,1.477
E01004522,1.456
E01004524,1.465
E01004647,1.347
E01004649,1.424
E01004724,1.362
E01004730,1.376
E01004646,1.324
E01004648,1.321
E01004650,1.268
E01004710,1.537
E01004711,1.483
E01004651,1.391
E01004725,1.535
E01004726,1.429
E01004728,1.444
E01004729,1.491
E01004718,1.525
E01004719,1.461
E01004720,1.501
E01004721,1.553
E01004722,1.576
E01004674,1.578
E01004675,1.550
E01004677,1.454
E01004678,1.531
E01004679,1.558
E01004723,1.534
E01004676,1.500
E01004706,1.214
E01004707,1.245
E01004708,1.412
E01004756,1.456
E01004701,1.322
E01004703,1.327
E01004705,1.177
E01004709,1.459
E01033600,1.178
E01033608,1.201
E01004659,1.382
E01004660,1.438
E01004712,1.284
E01004727,1.443
E01004670,1.546
E01004702,1.554
E01033598,1.577
E01033601,1.529
E01033602,1.570
E01033603,1.532
E01033604,1.552
E01033605,1.550
E01004754,1.559
E01004755,1.572
E01004757,1.563
E01032512,1.582
E01032513,1.565
E01004713,1.091
E01004714,1.312
E01004716,1.183
E01004717,1.049
E01004762,1.365
E01004657,1.199
E01004658,1.472
E01004661,1.473
E01004662,1.317
E01004663,1.339
E01004715,1.407
E01004763,1.284
E01004765,1.360
E01033595,1.276
E01033596,1.303
E01004653,1.117
E01004654,1.230
E01004656,1.418
E01004760,1.485
E01033606,1.375
E01033607,1.215
E01004680,1.284
E01004683,1.321
E01004684,1.518
E01004686,1.470
E01033593,1.548
E01033594,1.462
E01004681,1.389
E01004682,1.401
E01004694,1.345
E01004697,1.311
E01004700,1.313
E01004652,1.478
E01004693,1.234
E01004695,1.415
E01004696,1.527
E01004698,1.382
E01004699,1.321
E01004734,1.327
E01004735,1.224
E01004736,1.121
E01004761,1.358
E01004687,0.976
E01004688,1.358
E01004689,1.232
E01004690,1.045
E01004691,1.309
E01004692,1.438
E01004731,1.200
E01004732,1.408
E01004733,1.227
E01004744,1.262
E01004748,1.041
E01004740,1.363
E01004743,1.479
E01004745,1.188
E01004746,1.408
E01004747,1.288
E01004742,0.899
E01004749,1.214
E01004751,0.963
E01004752,1.210
E01004753,1.133
E01004666,1.396
E01004667,1.303
E01004668,1.318
E01004750,1.328
E01033597,1.389
E01033599,1.549
E01004665,1.524
E01004669,1.480
E01004737,1.207
E01004738,1.035
E01004739,0.871
E01004741,1.221
E01000027,1.234
E01000028,1.404
E01000029,1.335
E01000030,1.336
E01000031,1.465
E01000032,1.371
E01000110,1.423
E01000111,1.378
E01000112,1.452
E01000113,1.463
E01000034,1.098
E01000037,0.948
E01000038,0.948
E01000039,1.048
E01000063,1.190
E01000100,1.271
E01000101,1.240
E01000109,1.370
E01000114,1.369
E01000033,1.120
E01000060,1.272
E01000061,1.290
E01000062,1.276
E01000064,1.231
E01000065,1.221
E01000078,1.284
E01000080,1.265
E01000081,1.267
E01000082,1.230
E01000083,1.300
E01000102,1.250
E01000021,1.430
E01000022,1.343
E01000023,1.427
E01000024,1.425
E01000025,1.265
E01000077,1.265
E01000015,1.293
E01000016,1.232
E01000017,1.247
E01000018,1.203
E01000079,1.256
E01000035,1.291
E01000036,1.355
E01000107,1.218
E01000108,1.293
E01000066,1.403
E01000067,1.398
E01000069,1.366
E01000070,1.387
E01000071,1.432
E01000057,1.311
E01000073,1.252
E01000074,1.220
E01000075,1.206
E01000076,1.319
E01000013,1.263
E01000014,1.160
E01000059,1.170
E01000084,1.238
E01000085,1.296
E01000086,1.290
E01000103,1.350
E01000104,1.299
E01000105,1.269
E01000106,1.312
E01000007,1.470
E01000008,1.471
E01000010,1.446
E01000012,1.459
E01000006,1.370
E01000009,1.332
E01000011,1.240
E01000044,1.473
E01000068,1.306
E01000041,1.282
E01000042,1.451
E01000045,1.387
E01000046,1.199
E01000072,1.307
E01000054,1.205
E01000055,1.253
E01000056,1.281
E01000058,1.379
E01000095,1.403
E01000040,1.420
E01000043,1.414
E01000050,1.475
E01000052,1.461
E01000092,1.480
E01000053,1.324
E01000087,1.267
E01000088,1.379
E01000089,1.342
E01000090,1.435
E01000048,1.439
E01000049,1.480
E01000051,1.480
E01033587,1.471
E01033588,1.487
E01000091,1.426
E01000093,1.417
E01000094,1.426
E01000096,1.398
E01000019,1.447
E01000020,1.325
E01000097,1.300
E01000098,1.382
E01000099,1.266
E01032580,1.436
E01000248,0.781
E01000249,0.861
E01000250,1.077
E01000254,0.763
E01000292,1.057
E01000293,1.087
E01000167,1.144
E01000246,1.009
E01000247,1.046
E01000251,1.226
E01000252,1.127
E01000166,1.223
E01000168,1.155
E01000169,0.974
E01000172,1.025
E01000285,1.222
E01000287,1.135
E01000288,1.232
E01000289,1.448
E01000291,1.433
E01000294,1.166
E01000267,1.137
E01000268,1.317
E01000269,1.103
E01000270,1.136
E01000170,1.188
E01000171,1.277
E01000173,1.133
E01000174,1.280
E01000175,1.105
E01000228,1.354
E01000253,1.091
E01000279,0.995
E01000280,1.096
E01000286,1.288
E01000290,1.081
E01000271,1.138
E01000272,1.061
E01000273,1.309
E01000281,1.333
E01000282,1.295
E01000115,1.245
E01000116,1.203
E01000119,1.359
E01000120,1.313
E01000122,1.346
E01000117,1.101
E01000118,1.259
E01000121,1.389
E01000123,1.300
E01000124,1.442
E01000265,1.325
E01000266,1.101
E01000274,1.323
E01000320,1.252
E01000322,1.292
E01000275,1.362
E01000277,1.466
E01000283,1.167
E01000284,1.325
E01000321,1.320
E01000195,1.479
E01000229,1.436
E01000230,1.257
E01000231,1.488
E01000232,1.387
E01000233,1.401
E01000186,1.175
E01000187,1.286
E01000188,1.211
E01000189,1.543
E01000190,1.281
E01000191,1.282
E01000158,1.365
E01000159,1.248
E01000160,1.399
E01000161,1.413
E01000162,1.383
E01000324,1.286
E01000256,1.327
E01000258,1.188
E01000263,1.087
E01000264,1.417
E01000255,1.384
E01000257,1.506
E01000261,1.059
E01000262,1.476
E01000192,1.372
E01000193,1.360
E01000194,1.475
E01000226,1.491
E01000227,1.368
E01000299,1.403
E01000300,1.329
E01000302,1.424
E01000317,1.408
E01000318,1.386
E01000323,1.429
E01000276,1.283
E01000278,1.285
E01000301,1.327
E01000303,1.376
E01000304,1.302
E01000130,1.489
E01000132,1.494
E01000133,1.456
E01000234,1.327
E01000235,1.461
E01000156,1.209
E01000157,1.216
E01000163,1.412
E01000164,1.445
E01000165,1.469
E01000315,1.442
E01000197,1.347
E01000295,1.361
E01000296,1.359
E01000298,1.344
E01000125,1.525
E01000127,1.490
E01000128,1.484
E01000129,1.492
E01000131,1.457
E01000134,1.478
E01000198,1.349
E01000199,1.238
E01000204,1.268
E01000259,1.408
E01000260,1.467
E01000126,1.535
E01000151,1.532
E01000152,1.541
E01000153,1.509
E01000154,1.525
E01000176,1.395
E01000178,1.114
E01000184,1.448
E01000297,1.393
E01000316,1.497
E01000319,1.262
E01000196,1.358
E01000200,1.289
E01000201,1.333
E01000202,1.262
E01000203,1.465
E01000177,1.101
E01000179,1.160
E01000180,1.286
E01000181,1.045
E01000182,1.044
E01000185,1.519
E01000147,1.363
E01000148,1.509
E01000155,1.457
E01033572,1.454
E01033573,1.542
E01000239,1.508
E01000240,1.500
E01000241,1.319
E01000309,1.434
E01000237,1.290
E01000242,1.301
E01000243,1.277
E01000244,1.430
E01000245,1.482
E01000314,1.405
E01000183,1.168
E01000206,1.162
E01000207,0.997
E01000208,1.126
E01000210,1.107
E01000213,0.838
E01000236,1.086
E01000238,1.359
E01000310,1.399
E01000311,1.067
E01000205,1.148
E01000209,0.745
E01000211,1.360
E01000212,1.029
E01000216,1.275
E01000217,1.069
E01000150,1.462
E01000305,1.491
E01000306,1.363
E01000308,1.511
E01000312,1.466
E01000313,1.463
E01000145,1.307
E01000215,1.222
E01000218,1.257
E01000219,1.287
E01000220,1.228
E01000225,1.099
E01000135,1.378
E01000136,1.200
E01000144,1.379
E01000146,1.424
E01000214,1.211
E01000141,1.509
E01000221,1.542
E01000223,1.510
E01000307,1.458
E01000138,1.455
E01000142,1.495
E01000222,1.541
E01000224,1.553
E01000137,1.498
E01000139,1.362
E01000140,1.376
E01000143,1.498
E01000466,1.386
E01000467,1.390
E01000468,1.322
E01000469,1.346
E01000416,1.403
E01000418,1.368
E01000422,1.407
E01000464,1.350
E01000465,1.305
E01000470,1.376
E01000333,0.923
E01000335,1.370
E01000336,1.418
E01000337,1.180
E01000338,1.178
E01000403,1.179
E01000404,1.308
E01000405,1.269
E01000408,1.402
E01000332,1.158
E01000402,1.098
E01000406,1.295
E01000407,1.056
E01000334,1.090
E01000417,1.132
E01000419,0.892
E01000420,0.854
E01000442,0.869
E01000437,0.817
E01000438,0.916
E01000439,0.934
E01000440,0.900
E01000441,0.916
E01000373,1.289
E01000429,1.210
E01000430,1.246
E01000431,1.212
E01000432,1.138
E01000433,1.144
E01000434,0.962
E01000356,0.897
E01000357,0.917
E01000359,0.900
E01000421,0.793
E01000450,0.997
E01000451,0.944
E01000452,1.023
E01000367,0.992
E01000368,0.946
E01000372,1.099
E01000380,0.648
E01000435,1.047
E01000353,0.692
E01000354,0.897
E01000355,0.691
E01000358,0.734
E01000436,0.782
E01000401,0.990
E01000453,0.896
E01000454,0.965
E01000455,1.018
E01000456,0.907
E01000325,0.522
E01000326,0.718
E01000369,0.749
E01000370,0.744
E01000371,0.642
E01000360,0.884
E01000362,0.761
E01000365,0.785
E01000366,0.922
E01000394,0.832
E01000388,0.971
E01000392,1.174
E01000409,0.624
E01000411,0.878
E01000414,1.213
E01000415,0.983
E01000327,0.649
E01000328,0.583
E01000329,0.704
E01000330,0.733
E01000331,0.884
E01000340,0.609
E01000395,0.808
E01000396,0.910
E01000410,0.773
E01000412,0.881
E01000413,0.826
E01000374,0.961
E01000375,0.775
E01000376,0.822
E01000377,0.567
E01000378,0.816
E01000379,0.744
E01000348,0.620
E01000349,0.731
E01000361,0.675
E01000363,0.909
E01000389,0.823
E01000390,0.988
E01000393,0.919
E01000346,0.623
E01000347,0.741
E01000350,0.617
E01000352,0.784
E01000391,0.759
E01000341,0.537
E01000342,0.525
E01000343,0.557
E01000345,0.626
E01000460,0.624
E01000364,0.873
E01000444,0.830
E01000447,0.647
E01000448,0.497
E01000449,0.573
E01000351,0.634
E01000443,0.532
E01000445,0.631
E01000446,0.495
E01000461,0.730
E01000339,0.584
E01000344,0.554
E01000423,0.622
E01000425,0.535
E01000463,0.668
E01000424,0.594
E01000426,0.623
E01000427,0.628
E01000457,0.814
E01000462,0.722
E01000382,0.698
E01000384,0.552
E01000387,0.693
E01000428,0.970
E01000458,0.647
E01000459,0.694
E01000381,0.614
E01000383,0.617
E01000385,0.888
E01000386,1.075
E01000398,0.905
E01000399,0.994
E01000400,1.038
E01032566,1.025
E01000587,1.264
E01000589,1.284
E01000590,1.354
E01000592,1.396
E01000593,1.422
E01000594,1.250
E01000513,1.420
E01000514,1.462
E01000516,1.438
E01000520,1.491
E01000588,1.476
E01000515,1.507
E01000517,1.285
E01000543,1.278
E01000591,1.292
E01033463,1.338
E01000536,1.290
E01000538,1.288
E01000539,1.292
E01000540,1.288
E01000541,1.254
E01000518,1.465
E01000519,1.498
E01000623,1.426
E01000624,1.466
E01000629,1.405
E01000480,1.457
E01000484,1.508
E01000485,1.445
E01000486,1.450
E01000487,1.450
E01000572,1.371
E01000573,1.405
E01000574,1.424
E01000575,1.406
E01000577,1.480
E01000562,1.313
E01000563,1.340
E01000566,1.382
E01000568,1.371
E01000569,1.359
E01000479,1.460
E01000481,1.494
E01000482,1.493
E01000483,1.529
E01000625,1.521
E01000498,1.436
E01000622,1.503
E01000626,1.520
E01033464,1.441
E01000497,1.513
E01000499,1.543
E01000501,1.552
E01000502,1.516
E01000503,1.513
E01000570,1.398
E01000571,1.444
E01000576,1.388
E01000578,1.485
E01000564,1.417
E01000565,1.393
E01000607,1.294
E01000608,1.361
E01000613,1.409
E01000506,1.524
E01000509,1.478
E01000510,1.545
E01000511,1.538
E01000627,1.531
E01000628,1.518
E01000553,1.501
E01000554,1.481
E01000555,1.470
E01000556,1.524
E01000557,1.493
E01000558,1.422
E01000567,1.399
E01000606,1.401
E01000609,1.399
E01000611,1.315
E01000615,1.452
E01000617,1.378
E01000618,1.413
E01000619,1.388
E01033424,1.491
E01033457,1.404
E01000504,1.465
E01000505,1.524
E01000507,1.524
E01000512,1.400
E01000559,1.444
E01000610,1.329
E01000612,1.304
E01000631,1.181
E01000633,1.050
E01000634,1.300
E01000616,1.400
E01000620,1.338
E01000621,1.419
E01000635,1.362
E01000636,1.287
E01000596,1.465
E01000601,1.471
E01000602,1.450
E01000603,1.488
E01000604,1.424
E01000605,1.449
E01000488,1.546
E01000637,1.486
E01000639,1.447
E01000642,1.455
E01000644,1.503
E01000490,1.394
E01000494,1.509
E01000495,1.447
E01000560,1.247
E01000561,1.490
E01000638,1.524
E01000640,1.534
E01000641,1.526
E01000643,1.532
E01000508,1.467
E01000521,1.518
E01000522,1.470
E01000526,1.440
E01000527,1.495
E01000528,1.375
E01000471,1.345
E01000474,1.154
E01000476,1.221
E01000477,1.381
E01000630,1.338
E01000595,1.476
E01000599,1.376
E01000600,1.441
E01033456,1.351
E01000545,1.421
E01000546,1.378
E01000547,1.413
E01000548,1.441
E01000549,1.362
E01000472,1.374
E01000473,1.056
E01000475,1.291
E01000478,1.210
E01000632,1.057
E01000489,1.532
E01000491,1.514
E01000492,1.430
E01000493,1.461
E01000581,1.352
E01000523,1.508
E01000524,1.490
E01000525,1.487
E01000533,1.487
E01000535,1.488
E01033455,1.541
E01033485,1.526
E01000579,1.445
E01000580,1.255
E01000582,1.233
E01000583,1.371
E01000586,1.525
E01000530,1.465
E01000531,1.503
E01000532,1.481
E01000534,1.505
E01000584,1.473
E01000585,1.463
E01000544,1.525
E01000550,1.513
E01000551,1.481
E01000552,1.441
E01000779,1.052
E01000780,1.128
E01000781,1.028
E01000782,1.100
E01000783,1.021
E01000785,0.866
E01000689,0.921
E01000690,0.827
E01000691,0.785
E01000692,0.585
E01000784,0.806
E01000799,1.326
E01000802,1.315
E01000803,1.287
E01000804,1.190
E01000805,1.225
E01000740,1.430
E01000741,1.346
E01000742,1.321
E01000745,1.363
E01000746,1.260
E01000709,0.905
E01000710,1.004
E01000711,0.965
E01000714,0.968
E01000718,1.287
E01000645,0.848
E01000649,1.008
E01000694,0.821
E01000695,0.517
E01000696,0.654
E01000697,0.684
E01000674,1.025
E01000676,1.143
E01000820,0.933
E01000822,1.063
E01000823,0.771
E01000824,0.948
E01000825,0.946
E01000743,1.357
E01000744,1.357
E01000796,1.420
E01000798,1.387
E01000800,1.371
E01000806,1.406
E01000693,0.973
E01000698,0.994
E01000736,0.703
E01000737,0.874
E01000672,0.999
E01000673,0.965
E01000716,0.835
E01000717,0.850
E01000828,0.966
E01000712,1.013
E01000713,0.983
E01000715,0.841
E01000770,0.719
E01000772,0.821
E01000700,0.989
E01000702,1.031
E01000703,0.872
E01000706,1.036
E01000797,0.934
E01000729,0.971
E01000730,0.922
E01000735,0.834
E01000738,0.892
E01000739,0.959
E01000699,1.320
E01000701,1.184
E01000704,1.170
E01000705,1.348
E01000801,1.275
E01000646,0.954
E01000647,0.820
E01000648,0.926
E01000653,0.858
E01000678,0.965
E01000670,1.147
E01000675,1.158
E01000677,1.011
E01000762,0.964
E01000829,1.023
E01000719,0.991
E01000720,1.047
E01000721,1.098
E01000724,1.093
E01000728,0.865
E01000651,0.731
E01000668,0.872
E01000669,0.705
E01000671,0.977
E01000679,0.857
E01000826,0.810
E01000827,1.019
E01000830,0.908
E01000831,0.863
E01000833,0.782
E01000650,0.992
E01000652,0.715
E01000807,0.695
E01000809,0.503
E01000722,0.784
E01000725,0.698
E01000731,0.928
E01000732,0.795
E01000733,0.746
E01000769,0.943
E01000773,0.817
E01000775,1.065
E01000777,0.932
E01000778,0.990
E01000808,0.697
E01000810,0.597
E01000811,0.628
E01000813,0.684
E01000815,0.606
E01000661,1.091
E01000662,0.974
E01000663,0.845
E01000664,0.853
E01000763,0.611
E01000764,0.737
E01000766,0.569
E01000767,0.578
E01000834,0.670
E01000727,0.677
E01000734,0.793
E01000790,1.034
E01000812,0.745
E01000814,0.720
E01000723,0.415
E01000726,0.697
E01000787,0.644
E01000788,0.999
E01000791,0.696
E01000832,0.885
E01000835,0.733
E01000836,0.751
E01000837,0.915
E01000838,0.697
E01000839,0.657
E01000840,0.538
E01000841,0.664
E01000753,0.527
E01000754,0.717
E01000755,0.625
E01000757,0.444
E01000758,0.675
E01000786,0.553
E01000789,1.052
E01000792,0.965
E01000793,0.556
E01000795,0.657
E01000665,0.790
E01000666,0.484
E01000667,0.731
E01000756,0.761
E01000759,0.462
E01000760,0.534
E01000761,0.560
E01000765,0.538
E01000768,0.551
E01000681,0.686
E01000682,0.588
E01000683,0.926
E01000684,0.941
E01000794,0.586
E01000749,0.369
E01000750,0.660
E01000751,0.966
E01000752,0.442
E01000680,0.427
E01000685,0.595
E01000686,0.600
E01000687,0.524
E01000688,0.627
E01000654,0.419
E01000655,0.401
E01000656,0.512
E01000657,0.443
E01000659,0.309
E01000816,1.213
E01000818,1.040
E01000819,1.193
E01032562,1.195
E01032563,1.029
E01000707,0.658
E01000708,0.870
E01000771,1.020
E01000774,0.998
E01032568,1.022
E01000658,0.199
E01000747,0.497
E01000748,0.378
E01032570,0.340
E01001137,1.375
E01001138,1.334
E01001156,1.427
E01001162,1.452
E01001164,1.351
E01001084,1.447
E01001157,1.476
E01001159,1.472
E01001160,1.467
E01001163,1.455
E01001083,1.457
E01001086,1.504
E01001087,1.478
E01001161,1.491
E01001085,1.491
E01001088,1.488
E01001089,1.502
E01001090,1.493
E01001091,1.473
E01001147,1.461
E01001148,1.417
E01001151,1.478
E01001152,1.448
E01001158,1.411
E01001146,1.380
E01001149,1.415
E01001150,1.447
E01001153,1.445
E01001154,1.450
E01001136,1.482
E01001139,1.450
E01001140,1.423
E01001142,1.373
E01001144,1.446
E01001141,1.426
E01001143,1.417
E01001145,1.461
E01001191,1.466
E01001192,1.392
E01000994,1.459
E01000995,1.431
E01000996,1.417
E01000997,1.482
E01000999,1.394
E01001002,1.414
E01000998,1.480
E01001000,1.440
E01001003,1.468
E01001111,1.465
E01001155,1.442
E01001174,1.413
E01001175,1.441
E01001176,1.400
E01001182,1.423
E01001183,1.402
E01001184,1.415
E01001001,1.432
E01001109,1.476
E01001112,1.443
E01001113,1.462
E01001114,1.455
E01001116,1.487
E01000992,1.446
E01001185,1.415
E01001186,1.444
E01001188,1.437
E01001193,1.477
E01001004,1.472
E01001115,1.500
E01001117,1.467
E01001178,1.489
E01001181,1.498
E01001006,1.494
E01001007,1.376
E01001177,1.452
E01001179,1.419
E01001180,1.457
E01000980,1.430
E01000981,1.404
E01000982,1.403
E01000983,1.383
E01001187,1.478
E01000989,1.282
E01000991,1.195
E01001131,1.086
E01001132,1.132
E01001134,1.216
E01001005,1.376
E01001008,1.507
E01001009,1.411
E01001010,1.467
E01001011,1.470
E01001012,1.473
E01001013,1.532
E01001048,1.516
E01001110,1.490
E01001118,1.496
E01000985,1.274
E01000986,1.385
E01000987,1.293
E01000993,1.330
E01000975,1.444
E01000976,1.480
E01000977,1.467
E01000978,1.425
E01000979,1.415
E01000984,1.499
E01001044,1.380
E01001046,1.327
E01001049,1.388
E01001050,1.404
E01001014,1.518
E01001042,1.473
E01001165,1.443
E01001166,1.462
E01001168,1.438
E01001127,1.147
E01001128,1.413
E01001130,1.444
E01001135,1.243
E01001062,1.268
E01001063,1.200
E01001064,1.190
E01001129,1.076
E01001133,1.162
E01001035,1.386
E01001043,1.493
E01001045,1.394
E01001047,1.367
E01001170,1.440
E01001167,1.490
E01001169,1.445
E01001171,1.453
E01001172,1.457
E01001173,1.468
E01001036,1.273
E01001037,1.376
E01001038,1.358
E01001039,1.130
E01001040,1.278
E01001051,1.303
E01001052,1.301
E01001054,1.232
E01001056,1.350
E01001057,1.415
E01001033,1.360
E01001034,1.260
E01001041,1.396
E01001095,1.344
E01001100,1.159
E01001053,1.115
E01001055,1.132
E01001077,0.956
E01001078,1.156
E01001082,1.084
E01001120,1.110
E01001122,1.236
E01001123,1.072
E01001124,0.899
E01001125,1.193
E01001058,1.023
E01001059,1.002
E01001060,1.048
E01001061,1.173
E01001065,0.932
E01001066,1.386
E01001119,0.714
E01001126,0.912
E01001032,1.001
E01001101,0.963
E01001102,1.048
E01001107,1.193
E01001108,1.051
E01001076,1.216
E01001079,1.073
E01001080,1.235
E01001081,1.120
E01001073,1.186
E01001092,1.309
E01001093,1.455
E01001096,1.256
E01001097,1.345
E01001098,1.139
E01001028,1.321
E01001029,1.268
E01001030,1.329
E01001031,1.151
E01001094,1.250
E01001103,0.991
E01001105,0.928
E01001106,1.034
E01001121,0.924
E01001069,1.126
E01001070,1.265
E01001075,1.012
E01001099,1.259
E01001015,1.063
E01001016,1.120
E01001023,1.298
E01001067,1.229
E01001074,1.313
E01001068,1.127
E01001071,0.966
E01001072,0.903
E01001104,1.075
E01001017,0.780
E01001024,1.061
E01001025,0.934
E01001026,0.801
E01001027,1.080
E01001018,0.611
E01001019,0.870
E01001020,0.965
E01001021,1.049
E01001022,0.821
E01000990,1.430
E01001189,1.461
E01001190,1.430
E01001194,1.404
E01032569,1.431
E01001269,1.458
E01001271,1.429
E01001309,1.439
E01001310,1.473
E01001311,1.469
E01001307,1.436
E01001308,1.410
E01001312,1.388
E01001313,1.388
E01001314,1.448
E01001315,1.467
E01001316,1.500
E01001317,1.491
E01001318,1.504
E01001320,1.515
E01001321,1.480
E01001270,1.453
E01001319,1.449
E01001322,1.410
E01001323,1.448
E01001341,1.438
E01001342,1.425
E01001343,1.454
E01001345,1.388
E01001265,1.462
E01001266,1.469
E01001267,1.496
E01001272,1.465
E01001349,1.527
E01001344,1.499
E01001346,1.466
E01001347,1.459
E01001348,1.465
E01001257,1.530
E01001324,1.510
E01001326,1.506
E01001330,1.493
E01001332,1.520
E01001325,1.472
E01001327,1.516
E01001328,1.532
E01001329,1.504
E01001331,1.536
E01001258,1.469
E01001262,1.507
E01001263,1.514
E01001264,1.498
E01032743,1.551
E01032744,1.454
E01001276,1.485
E01001277,1.472
E01001278,1.477
E01001280,1.431
E01001218,1.480
E01001260,1.447
E01001261,1.486
E01001268,1.432
E01001209,1.091
E01001211,1.236
E01001279,1.257
E01001281,1.105
E01001217,1.360
E01001259,1.428
E01001291,1.401
E01001292,1.435
E01001293,1.276
E01001196,1.541
E01001238,1.558
E01001239,1.540
E01001246,1.506
E01001247,1.504
E01001210,1.545
E01001282,1.463
E01001283,1.488
E01001285,1.436
E01001286,1.413
E01001287,1.524
E01001294,1.171
E01001295,1.164
E01001296,1.257
E01001297,1.129
E01001298,1.245
E01001204,1.354
E01001205,1.504
E01001206,1.526
E01001207,1.274
E01001208,1.171
E01001212,1.267
E01001222,1.422
E01001224,1.021
E01001226,1.348
E01001227,1.262
E01001228,1.297
E01001221,1.278
E01001223,1.176
E01001225,1.330
E01001235,1.289
E01001236,1.325
E01001273,1.417
E01001274,1.433
E01001275,1.375
E01001195,1.500
E01001197,1.436
E01001198,1.293
E01001199,1.445
E01001284,1.317
E01001288,1.338
E01001289,1.327
E01001290,1.282
E01001213,1.147
E01001214,1.113
E01001215,1.177
E01001216,1.204
E01001361,1.123
E01001240,1.547
E01001241,1.519
E01001242,1.505
E01001243,1.548
E01001244,1.541
E01001245,1.372
E01001200,1.356
E01001201,1.244
E01001202,1.516
E01001203,1.423
E01001351,1.437
E01001359,1.053
E01001360,0.980
E01001362,1.051
E01001363,1.077
E01001364,1.194
E01001365,1.023
E01001231,1.365
E01001234,1.389
E01001350,1.335
E01001352,1.323
E01001354,1.288
E01001249,1.526
E01001250,1.433
E01001255,1.290
E01001383,1.310
E01001388,1.426
E01001389,1.315
E01001219,1.441
E01001220,1.453
E01001334,1.323
E01001337,1.498
E01001338,1.242
E01001339,1.421
E01001340,1.527
E01001251,1.267
